home_team,away_team,Attendance,Round,Host,Year,Date,home_score,away_score,result,home_rank,home_points,confederation_x,away_rank,away_points,confederation_y,ranking_difference,points_difference,home_team_power,away_team_power,team_power_difference
United States,FR Yugoslavia,38500,Group stage,France,1998,1998-06-25,0,1,away_win,11.0,58.0,CONCACAF,,,,,,62.40566538461539,,
Colombia,England,42000,Group stage,France,1998,1998-06-26,0,2,away_win,10.0,58.0,CONMEBOL,5.0,60.0,UEFA,-5.0,-2.0,64.20907144230769,68.18326346153846,-3.9741920192307703
Japan,Jamaica,39100,Group stage,France,1998,1998-06-26,1,2,away_win,12.0,58.0,AFC,30.0,52.0,CONCACAF,18.0,6.0,61.568284519230765,52.60554907692308,8.962735442307682
Argentina,Croatia,31800,Group stage,France,1998,1998-06-26,1,0,home_win,6.0,60.0,CONMEBOL,19.0,56.0,UEFA,13.0,4.0,67.99343846153849,65.74488538461539,2.248553076923102
Romania,Tunisia,80000,Group stage,France,1998,1998-06-26,1,1,draw,22.0,55.0,UEFA,21.0,55.0,CAF,-1.0,0.0,59.02940903846154,56.97818234615384,2.0512266923077007
Brazil,Chile,45500,Round of 16,France,1998,1998-06-27,4,1,home_win,1.0,72.0,CONMEBOL,9.0,59.0,CONMEBOL,8.0,13.0,71.18102653846155,63.52331596153847,7.65771057692308
Italy,Norway,55000,Round of 16,France,1998,1998-06-27,1,0,home_win,14.0,57.0,UEFA,7.0,60.0,UEFA,-7.0,-3.0,68.45827307692308,61.37427692307692,7.083996153846158
Nigeria,Denmark,77000,Round of 16,France,1998,1998-06-28,1,4,away_win,74.0,37.0,CAF,27.0,53.0,UEFA,-47.0,-16.0,60.60471115384616,64.05919923076922,-3.454488076923063
France,Paraguay,31800,Round of 16,France,1998,1998-06-28,1,0,home_win,18.0,56.0,UEFA,29.0,52.0,CONMEBOL,11.0,4.0,69.714,61.38765480769232,8.326345192307677
Netherlands,FR Yugoslavia,33000,Round of 16,France,1998,1998-06-29,2,1,home_win,25.0,54.0,UEFA,,,,,,66.82286346153847,,
Germany,Mexico,29800,Round of 16,France,1998,1998-06-29,2,1,home_win,2.0,65.0,UEFA,4.0,61.0,CONCACAF,2.0,4.0,69.83241730769232,64.15167115384617,5.680746153846158
Argentina,England,30600,Round of 16,France,1998,1998-06-30,2,2,draw,6.0,60.0,CONMEBOL,5.0,60.0,UEFA,-1.0,0.0,67.99343846153849,68.18326346153846,-0.1898249999999706
Romania,Croatia,31800,Round of 16,France,1998,1998-06-30,0,1,away_win,22.0,55.0,UEFA,19.0,56.0,UEFA,-3.0,-1.0,59.02940903846154,65.74488538461539,-6.715476346153849
Italy,France,80000,Quarter-finals,France,1998,1998-07-03,0,0,draw,14.0,57.0,UEFA,18.0,56.0,UEFA,4.0,1.0,68.45827307692308,69.714,-1.2557269230769208
Brazil,Denmark,49500,Quarter-finals,France,1998,1998-07-03,3,2,home_win,1.0,72.0,CONMEBOL,27.0,53.0,UEFA,26.0,19.0,71.18102653846155,64.05919923076922,7.121827307692328
Germany,Croatia,43300,Quarter-finals,France,1998,1998-07-04,0,3,away_win,2.0,65.0,UEFA,19.0,56.0,UEFA,17.0,9.0,69.83241730769232,65.74488538461539,4.087531923076938
Netherlands,Argentina,60000,Quarter-finals,France,1998,1998-07-04,2,1,home_win,25.0,54.0,UEFA,6.0,60.0,CONMEBOL,-19.0,-6.0,66.82286346153847,67.99343846153849,-1.1705750000000137
Brazil,Netherlands,60000,Semi-finals,France,1998,1998-07-07,1,1,draw,1.0,72.0,CONMEBOL,25.0,54.0,UEFA,24.0,18.0,71.18102653846155,66.82286346153847,4.358163076923077
France,Croatia,80000,Semi-finals,France,1998,1998-07-08,2,1,home_win,18.0,56.0,UEFA,19.0,56.0,UEFA,1.0,0.0,69.714,65.74488538461539,3.969114615384612
Netherlands,Croatia,44000,Third-place match,France,1998,1998-07-11,1,2,away_win,25.0,54.0,UEFA,19.0,56.0,UEFA,-6.0,-2.0,66.82286346153847,65.74488538461539,1.0779780769230882
Brazil,France,80000,Final,France,1998,1998-07-12,0,3,away_win,1.0,72.0,CONMEBOL,18.0,56.0,UEFA,17.0,16.0,71.18102653846155,69.714,1.4670265384615533
France,Senegal,62561,Group stage,"Korea Republic, Japan",2002,2002-05-31,0,1,away_win,1.0,802.0,UEFA,42.0,599.0,CAF,41.0,203.0,69.714,62.96990692307693,6.744093076923072
Germany,Saudi Arabia,32218,Group stage,"Korea Republic, Japan",2002,2002-06-01,8,0,home_win,11.0,695.0,UEFA,34.0,627.0,AFC,23.0,68.0,69.83241730769232,57.83005211538461,12.002365192307714
Uruguay,Denmark,30157,Group stage,"Korea Republic, Japan",2002,2002-06-01,1,2,away_win,24.0,652.0,CONMEBOL,20.0,657.0,UEFA,-4.0,-5.0,65.00322653846155,64.05919923076922,0.9440273076923233
Republic of Ireland,Cameroon,33679,Group stage,"Korea Republic, Japan",2002,2002-06-01,1,1,draw,15.0,674.0,UEFA,17.0,672.0,CAF,2.0,2.0,61.54500153846156,59.91948615384615,1.6255153846154116
Spain,Slovenia,28588,Group stage,"Korea Republic, Japan",2002,2002-06-02,3,1,home_win,8.0,713.0,UEFA,25.0,649.0,UEFA,17.0,64.0,71.50423846153845,59.45073961538462,12.053498846153829
England,Sweden,52721,Group stage,"Korea Republic, Japan",2002,2002-06-02,1,1,draw,12.0,694.0,UEFA,19.0,665.0,UEFA,7.0,29.0,68.18326346153846,62.87979807692308,5.303465384615379
Paraguay,South Africa,25186,Group stage,"Korea Republic, Japan",2002,2002-06-02,2,2,draw,18.0,671.0,CONMEBOL,37.0,623.0,CAF,19.0,48.0,61.38765480769232,58.53896730769231,2.848687500000011
Argentina,Nigeria,34050,Group stage,"Korea Republic, Japan",2002,2002-06-02,1,0,home_win,3.0,784.0,CONMEBOL,27.0,644.0,CAF,24.0,140.0,67.99343846153849,60.60471115384616,7.388727307692328
Croatia,Mexico,32239,Group stage,"Korea Republic, Japan",2002,2002-06-03,0,1,away_win,21.0,655.0,UEFA,7.0,716.0,CONCACAF,-14.0,-61.0,65.74488538461539,64.15167115384617,1.5932142307692203
Italy,Ecuador,31081,Group stage,"Korea Republic, Japan",2002,2002-06-03,2,0,home_win,6.0,717.0,UEFA,36.0,624.0,CONMEBOL,30.0,93.0,68.45827307692308,57.17906759615385,11.279205480769228
Brazil,Turkey,33842,Group stage,"Korea Republic, Japan",2002,2002-06-03,2,1,home_win,2.0,784.0,CONMEBOL,22.0,654.0,UEFA,20.0,130.0,71.18102653846155,63.71142807692308,7.4695984615384745
South Korea,Poland,48760,Group stage,"Korea Republic, Japan",2002,2002-06-04,2,0,home_win,40.0,603.0,AFC,38.0,615.0,UEFA,-2.0,-12.0,,61.76560730769231,
Japan,Belgium,55256,Group stage,"Korea Republic, Japan",2002,2002-06-04,2,2,draw,32.0,634.0,AFC,23.0,653.0,UEFA,-9.0,-19.0,61.568284519230765,67.93338076923077,-6.365096250000001
China PR,Costa Rica,27217,Group stage,"Korea Republic, Japan",2002,2002-06-04,0,2,away_win,50.0,566.0,AFC,29.0,643.0,CONCACAF,-21.0,-77.0,58.298825865384615,54.76753863461539,3.531287230769223
Germany,Republic of Ireland,35854,Group stage,"Korea Republic, Japan",2002,2002-06-05,1,1,draw,11.0,695.0,UEFA,15.0,674.0,UEFA,4.0,21.0,69.83241730769232,61.54500153846156,8.287415769230762
United States,Portugal,37306,Group stage,"Korea Republic, Japan",2002,2002-06-05,3,2,home_win,13.0,690.0,CONCACAF,5.0,726.0,UEFA,-8.0,-36.0,62.40566538461539,68.66904192307692,-6.263376538461529
Russia,Tunisia,30957,Group stage,"Korea Republic, Japan",2002,2002-06-05,2,0,home_win,28.0,644.0,UEFA,31.0,635.0,CAF,3.0,9.0,63.45978846153847,56.97818234615384,6.481606115384636
France,Uruguay,38070,Group stage,"Korea Republic, Japan",2002,2002-06-06,0,0,draw,1.0,802.0,UEFA,24.0,652.0,CONMEBOL,23.0,150.0,69.714,65.00322653846155,4.710773461538452
Cameroon,Saudi Arabia,52328,Group stage,"Korea Republic, Japan",2002,2002-06-06,1,0,home_win,17.0,672.0,CAF,34.0,627.0,AFC,17.0,45.0,59.91948615384615,57.83005211538461,2.0894340384615404
Denmark,Senegal,43500,Group stage,"Korea Republic, Japan",2002,2002-06-06,1,1,draw,20.0,657.0,UEFA,42.0,599.0,CAF,22.0,58.0,64.05919923076922,62.96990692307693,1.089292307692297
Argentina,England,35927,Group stage,"Korea Republic, Japan",2002,2002-06-07,0,1,away_win,3.0,784.0,CONMEBOL,12.0,694.0,UEFA,9.0,90.0,67.99343846153849,68.18326346153846,-0.1898249999999706
Spain,Paraguay,24000,Group stage,"Korea Republic, Japan",2002,2002-06-07,3,1,home_win,8.0,713.0,UEFA,18.0,671.0,CONMEBOL,10.0,42.0,71.50423846153845,61.38765480769232,10.116583653846128
Sweden,Nigeria,36194,Group stage,"Korea Republic, Japan",2002,2002-06-07,2,1,home_win,19.0,665.0,UEFA,27.0,644.0,CAF,8.0,21.0,62.87979807692308,60.60471115384616,2.2750869230769197
South Africa,Slovenia,47226,Group stage,"Korea Republic, Japan",2002,2002-06-08,1,0,home_win,37.0,623.0,CAF,25.0,649.0,UEFA,-12.0,-26.0,58.53896730769231,59.45073961538462,-0.9117723076923099
Italy,Croatia,36472,Group stage,"Korea Republic, Japan",2002,2002-06-08,1,2,away_win,6.0,717.0,UEFA,21.0,655.0,UEFA,15.0,62.0,68.45827307692308,65.74488538461539,2.713387692307691
Brazil,China PR,36750,Group stage,"Korea Republic, Japan",2002,2002-06-08,4,0,home_win,2.0,784.0,CONMEBOL,50.0,566.0,AFC,48.0,218.0,71.18102653846155,58.298825865384615,12.882200673076937
Mexico,Ecuador,45610,Group stage,"Korea Republic, Japan",2002,2002-06-09,2,1,home_win,7.0,716.0,CONCACAF,36.0,624.0,CONMEBOL,29.0,92.0,64.15167115384617,57.17906759615385,6.972603557692317
Japan,Russia,66108,Group stage,"Korea Republic, Japan",2002,2002-06-09,1,0,home_win,32.0,634.0,AFC,28.0,644.0,UEFA,-4.0,-10.0,61.568284519230765,63.45978846153847,-1.8915039423077076
Costa Rica,Turkey,42299,Group stage,"Korea Republic, Japan",2002,2002-06-09,1,1,draw,29.0,643.0,CONCACAF,22.0,654.0,UEFA,-7.0,-11.0,54.76753863461539,63.71142807692308,-8.943889442307686
South Korea,United States,60778,Group stage,"Korea Republic, Japan",2002,2002-06-10,1,1,draw,40.0,603.0,AFC,13.0,690.0,CONCACAF,-27.0,-87.0,,62.40566538461539,
Portugal,Poland,31000,Group stage,"Korea Republic, Japan",2002,2002-06-10,4,0,home_win,5.0,726.0,UEFA,38.0,615.0,UEFA,33.0,111.0,68.66904192307692,61.76560730769231,6.903434615384612
Tunisia,Belgium,39700,Group stage,"Korea Republic, Japan",2002,2002-06-10,1,1,draw,31.0,635.0,CAF,23.0,653.0,UEFA,-8.0,-18.0,56.97818234615384,67.93338076923077,-10.95519842307693
Denmark,France,48100,Group stage,"Korea Republic, Japan",2002,2002-06-11,2,0,home_win,20.0,657.0,UEFA,1.0,802.0,UEFA,-19.0,-145.0,64.05919923076922,69.714,-5.654800769230775
Cameroon,Germany,47085,Group stage,"Korea Republic, Japan",2002,2002-06-11,0,2,away_win,17.0,672.0,CAF,11.0,695.0,UEFA,-6.0,-23.0,59.91948615384615,69.83241730769232,-9.912931153846174
Saudi Arabia,Republic of Ireland,65320,Group stage,"Korea Republic, Japan",2002,2002-06-11,0,3,away_win,34.0,627.0,AFC,15.0,674.0,UEFA,-19.0,-47.0,57.83005211538461,61.54500153846156,-3.714949423076952
Senegal,Uruguay,33681,Group stage,"Korea Republic, Japan",2002,2002-06-11,3,3,draw,42.0,599.0,CAF,24.0,652.0,CONMEBOL,-18.0,-53.0,62.96990692307693,65.00322653846155,-2.0333196153846202
Slovenia,Paraguay,30176,Group stage,"Korea Republic, Japan",2002,2002-06-12,1,3,away_win,25.0,649.0,UEFA,18.0,671.0,CONMEBOL,-7.0,-22.0,59.45073961538462,61.38765480769232,-1.9369151923077013
South Africa,Spain,31024,Group stage,"Korea Republic, Japan",2002,2002-06-12,2,3,away_win,37.0,623.0,CAF,8.0,713.0,UEFA,-29.0,-90.0,58.53896730769231,71.50423846153845,-12.965271153846139
Nigeria,England,44864,Group stage,"Korea Republic, Japan",2002,2002-06-12,0,0,draw,27.0,644.0,CAF,12.0,694.0,UEFA,-15.0,-50.0,60.60471115384616,68.18326346153846,-7.5785523076922985
Sweden,Argentina,45777,Group stage,"Korea Republic, Japan",2002,2002-06-12,1,1,draw,19.0,665.0,UEFA,3.0,784.0,CONMEBOL,-16.0,-119.0,62.87979807692308,67.99343846153849,-5.113640384615408
Ecuador,Croatia,65862,Group stage,"Korea Republic, Japan",2002,2002-06-13,1,0,home_win,36.0,624.0,CONMEBOL,21.0,655.0,UEFA,-15.0,-31.0,57.17906759615385,65.74488538461539,-8.565817788461537
Mexico,Italy,39291,Group stage,"Korea Republic, Japan",2002,2002-06-13,1,1,draw,7.0,716.0,CONCACAF,6.0,717.0,UEFA,-1.0,-1.0,64.15167115384617,68.45827307692308,-4.3066019230769115
Turkey,China PR,43605,Group stage,"Korea Republic, Japan",2002,2002-06-13,3,0,home_win,22.0,654.0,UEFA,50.0,566.0,AFC,28.0,88.0,63.71142807692308,58.298825865384615,5.412602211538463
Costa Rica,Brazil,38524,Group stage,"Korea Republic, Japan",2002,2002-06-13,2,5,away_win,29.0,643.0,CONCACAF,2.0,784.0,CONMEBOL,-27.0,-141.0,54.76753863461539,71.18102653846155,-16.41348790384616
Tunisia,Japan,45213,Group stage,"Korea Republic, Japan",2002,2002-06-14,0,2,away_win,31.0,635.0,CAF,32.0,634.0,AFC,1.0,1.0,56.97818234615384,61.568284519230765,-4.590102173076929
Portugal,South Korea,50239,Group stage,"Korea Republic, Japan",2002,2002-06-14,0,1,away_win,5.0,726.0,UEFA,40.0,603.0,AFC,35.0,123.0,68.66904192307692,,
Belgium,Russia,46640,Group stage,"Korea Republic, Japan",2002,2002-06-14,3,2,home_win,23.0,653.0,UEFA,28.0,644.0,UEFA,5.0,9.0,67.93338076923077,63.45978846153847,4.473592307692293
Poland,United States,26482,Group stage,"Korea Republic, Japan",2002,2002-06-14,3,1,home_win,38.0,615.0,UEFA,13.0,690.0,CONCACAF,-25.0,-75.0,61.76560730769231,62.40566538461539,-0.6400580769230828
Denmark,England,40582,Round of 16,"Korea Republic, Japan",2002,2002-06-15,0,3,away_win,20.0,657.0,UEFA,12.0,694.0,UEFA,-8.0,-37.0,64.05919923076922,68.18326346153846,-4.1240642307692355
Germany,Paraguay,25176,Round of 16,"Korea Republic, Japan",2002,2002-06-15,1,0,home_win,11.0,695.0,UEFA,18.0,671.0,CONMEBOL,7.0,24.0,69.83241730769232,61.38765480769232,8.444762500000003
Spain,Republic of Ireland,38926,Round of 16,"Korea Republic, Japan",2002,2002-06-16,1,1,draw,8.0,713.0,UEFA,15.0,674.0,UEFA,7.0,39.0,71.50423846153845,61.54500153846156,9.959236923076887
Sweden,Senegal,39747,Round of 16,"Korea Republic, Japan",2002,2002-06-16,1,2,away_win,19.0,665.0,UEFA,42.0,599.0,CAF,23.0,66.0,62.87979807692308,62.96990692307693,-0.0901088461538464
Brazil,Belgium,40440,Round of 16,"Korea Republic, Japan",2002,2002-06-17,2,0,home_win,2.0,784.0,CONMEBOL,23.0,653.0,UEFA,21.0,131.0,71.18102653846155,67.93338076923077,3.247645769230786
Mexico,United States,36380,Round of 16,"Korea Republic, Japan",2002,2002-06-17,0,2,away_win,7.0,716.0,CONCACAF,13.0,690.0,CONCACAF,6.0,26.0,64.15167115384617,62.40566538461539,1.746005769230777
Japan,Turkey,45666,Round of 16,"Korea Republic, Japan",2002,2002-06-18,0,1,away_win,32.0,634.0,AFC,22.0,654.0,UEFA,-10.0,-20.0,61.568284519230765,63.71142807692308,-2.143143557692312
South Korea,Italy,38588,Round of 16,"Korea Republic, Japan",2002,2002-06-18,2,1,home_win,40.0,603.0,AFC,6.0,717.0,UEFA,-34.0,-114.0,,68.45827307692308,
England,Brazil,47436,Quarter-finals,"Korea Republic, Japan",2002,2002-06-21,1,2,away_win,12.0,694.0,UEFA,2.0,784.0,CONMEBOL,-10.0,-90.0,68.18326346153846,71.18102653846155,-2.9977630769230927
Germany,United States,37337,Quarter-finals,"Korea Republic, Japan",2002,2002-06-21,1,0,home_win,11.0,695.0,UEFA,13.0,690.0,CONCACAF,2.0,5.0,69.83241730769232,62.40566538461539,7.426751923076935
Senegal,Turkey,44233,Quarter-finals,"Korea Republic, Japan",2002,2002-06-22,0,1,away_win,42.0,599.0,CAF,22.0,654.0,UEFA,-20.0,-55.0,62.96990692307693,63.71142807692308,-0.7415211538461506
Spain,South Korea,42114,Quarter-finals,"Korea Republic, Japan",2002,2002-06-22,0,0,draw,8.0,713.0,UEFA,40.0,603.0,AFC,32.0,110.0,71.50423846153845,,
Germany,South Korea,65625,Semi-finals,"Korea Republic, Japan",2002,2002-06-25,1,0,home_win,11.0,695.0,UEFA,40.0,603.0,AFC,29.0,92.0,69.83241730769232,,
Brazil,Turkey,61058,Semi-finals,"Korea Republic, Japan",2002,2002-06-26,1,0,home_win,2.0,784.0,CONMEBOL,22.0,654.0,UEFA,20.0,130.0,71.18102653846155,63.71142807692308,7.4695984615384745
South Korea,Turkey,63483,Third-place match,"Korea Republic, Japan",2002,2002-06-29,2,3,away_win,40.0,603.0,AFC,22.0,654.0,UEFA,-18.0,-51.0,,63.71142807692308,
Germany,Brazil,69029,Final,"Korea Republic, Japan",2002,2002-06-30,0,2,away_win,11.0,695.0,UEFA,2.0,784.0,CONMEBOL,-9.0,-89.0,69.83241730769232,71.18102653846155,-1.3486092307692275
Poland,Ecuador,52000,Group stage,Germany,2006,2006-06-09,0,2,away_win,29.0,677.0,UEFA,39.0,631.0,CONMEBOL,10.0,46.0,61.76560730769231,57.17906759615385,4.586539711538457
Germany,Costa Rica,64950,Group stage,Germany,2006,2006-06-09,4,2,home_win,19.0,696.0,UEFA,26.0,683.0,CONCACAF,7.0,13.0,69.83241730769232,54.76753863461539,15.064878673076933
Argentina,Côte d'Ivoire,49480,Group stage,Germany,2006,2006-06-10,2,1,home_win,9.0,746.0,CONMEBOL,32.0,669.0,CAF,23.0,77.0,67.99343846153849,,
Trinidad and Tobago,Sweden,62959,Group stage,Germany,2006,2006-06-10,0,0,draw,47.0,604.0,CONCACAF,16.0,709.0,UEFA,-31.0,-105.0,,62.87979807692308,
England,Paraguay,48000,Group stage,Germany,2006,2006-06-10,1,0,home_win,10.0,741.0,UEFA,33.0,653.0,CONMEBOL,23.0,88.0,68.18326346153846,61.38765480769232,6.795608653846138
Serbia and Montenegro,Netherlands,37216,Group stage,Germany,2006,2006-06-11,0,1,away_win,44.0,610.0,UEFA,3.0,768.0,UEFA,-41.0,-158.0,,66.82286346153847,
Angola,Portugal,45000,Group stage,Germany,2006,2006-06-11,0,1,away_win,57.0,581.0,CAF,7.0,750.0,UEFA,-50.0,-169.0,54.572860769230765,68.66904192307692,-14.096181153846153
Mexico,Iran,41000,Group stage,Germany,2006,2006-06-11,3,1,home_win,4.0,758.0,CONCACAF,23.0,686.0,AFC,19.0,72.0,64.15167115384617,53.570152000000014,10.581519153846152
United States,Czech Republic,52000,Group stage,Germany,2006,2006-06-12,0,3,away_win,5.0,756.0,CONCACAF,,,,,,62.40566538461539,61.943609807692326,0.4620555769230634
Australia,Japan,46000,Group stage,Germany,2006,2006-06-12,3,1,home_win,42.0,612.0,AFC,18.0,705.0,AFC,-24.0,-93.0,59.69487971153847,61.568284519230765,-1.873404807692296
Italy,Ghana,43000,Group stage,Germany,2006,2006-06-12,2,0,home_win,13.0,728.0,UEFA,48.0,600.0,CAF,35.0,128.0,68.45827307692308,63.09506576923078,5.363207307692299
Brazil,Croatia,72000,Group stage,Germany,2006,2006-06-13,1,0,home_win,1.0,827.0,CONMEBOL,23.0,686.0,UEFA,22.0,141.0,71.18102653846155,65.74488538461539,5.436141153846165
France,Switzerland,52000,Group stage,Germany,2006,2006-06-13,0,0,draw,8.0,749.0,UEFA,35.0,648.0,UEFA,27.0,101.0,69.714,64.68190576923077,5.032094230769232
South Korea,Togo,48000,Group stage,Germany,2006,2006-06-13,2,1,home_win,29.0,677.0,AFC,61.0,569.0,CAF,32.0,108.0,,54.96459611363636,
Germany,Poland,65000,Group stage,Germany,2006,2006-06-14,1,0,home_win,19.0,696.0,UEFA,29.0,677.0,UEFA,10.0,19.0,69.83241730769232,61.76560730769231,8.066810000000018
Tunisia,Saudi Arabia,66000,Group stage,Germany,2006,2006-06-14,2,2,draw,21.0,693.0,CAF,34.0,651.0,AFC,13.0,42.0,56.97818234615384,57.83005211538461,-0.851869769230774
Spain,Ukraine,43000,Group stage,Germany,2006,2006-06-14,4,0,home_win,5.0,756.0,UEFA,45.0,609.0,UEFA,40.0,147.0,71.50423846153845,62.22655134615384,9.277687115384609
Sweden,Paraguay,72000,Group stage,Germany,2006,2006-06-15,1,0,home_win,16.0,709.0,UEFA,33.0,653.0,CONMEBOL,17.0,56.0,62.87979807692308,61.38765480769232,1.492143269230759
England,Trinidad and Tobago,41000,Group stage,Germany,2006,2006-06-15,2,0,home_win,10.0,741.0,UEFA,47.0,604.0,CONCACAF,37.0,137.0,68.18326346153846,,
Ecuador,Costa Rica,50000,Group stage,Germany,2006,2006-06-15,3,0,home_win,39.0,631.0,CONMEBOL,26.0,683.0,CONCACAF,-13.0,-52.0,57.17906759615385,54.76753863461539,2.4115289615384583
Argentina,Serbia and Montenegro,52000,Group stage,Germany,2006,2006-06-16,6,0,home_win,9.0,746.0,CONMEBOL,44.0,610.0,UEFA,35.0,136.0,67.99343846153849,,
Netherlands,Côte d'Ivoire,52000,Group stage,Germany,2006,2006-06-16,2,1,home_win,3.0,768.0,UEFA,32.0,669.0,CAF,29.0,99.0,66.82286346153847,,
Mexico,Angola,43000,Group stage,Germany,2006,2006-06-16,0,0,draw,4.0,758.0,CONCACAF,57.0,581.0,CAF,53.0,177.0,64.15167115384617,54.572860769230765,9.578810384615402
Portugal,Iran,48000,Group stage,Germany,2006,2006-06-17,2,0,home_win,7.0,750.0,UEFA,23.0,686.0,AFC,16.0,64.0,68.66904192307692,53.570152000000014,15.098889923076904
Italy,United States,46000,Group stage,Germany,2006,2006-06-17,1,1,draw,13.0,728.0,UEFA,5.0,756.0,CONCACAF,-8.0,-28.0,68.45827307692308,62.40566538461539,6.052607692307689
Czech Republic,Ghana,45000,Group stage,Germany,2006,2006-06-17,0,2,away_win,,,,48.0,600.0,CAF,,,61.943609807692326,63.09506576923078,-1.1514559615384528
Japan,Croatia,41000,Group stage,Germany,2006,2006-06-18,0,0,draw,18.0,705.0,AFC,23.0,686.0,UEFA,5.0,19.0,61.568284519230765,65.74488538461539,-4.176600865384621
France,South Korea,43000,Group stage,Germany,2006,2006-06-18,1,1,draw,8.0,749.0,UEFA,29.0,677.0,AFC,21.0,72.0,69.714,,
Brazil,Australia,66000,Group stage,Germany,2006,2006-06-18,2,0,home_win,1.0,827.0,CONMEBOL,42.0,612.0,AFC,41.0,215.0,71.18102653846155,59.69487971153847,11.486146826923083
Spain,Tunisia,52000,Group stage,Germany,2006,2006-06-19,3,1,home_win,5.0,756.0,UEFA,21.0,693.0,CAF,16.0,63.0,71.50423846153845,56.97818234615384,14.526056115384613
Saudi Arabia,Ukraine,50000,Group stage,Germany,2006,2006-06-19,0,4,away_win,34.0,651.0,AFC,45.0,609.0,UEFA,11.0,42.0,57.83005211538461,62.22655134615384,-4.39649923076923
Togo,Switzerland,65000,Group stage,Germany,2006,2006-06-19,0,2,away_win,61.0,569.0,CAF,35.0,648.0,UEFA,-26.0,-79.0,54.96459611363636,64.68190576923077,-9.717309655594406
Sweden,England,45000,Group stage,Germany,2006,2006-06-20,2,2,draw,16.0,709.0,UEFA,10.0,741.0,UEFA,-6.0,-32.0,62.87979807692308,68.18326346153846,-5.303465384615379
Paraguay,Trinidad and Tobago,46000,Group stage,Germany,2006,2006-06-20,2,0,home_win,33.0,653.0,CONMEBOL,47.0,604.0,CONCACAF,14.0,49.0,61.38765480769232,,
Ecuador,Germany,72000,Group stage,Germany,2006,2006-06-20,0,3,away_win,39.0,631.0,CONMEBOL,19.0,696.0,UEFA,-20.0,-65.0,57.17906759615385,69.83241730769232,-12.653349711538475
Costa Rica,Poland,43000,Group stage,Germany,2006,2006-06-20,1,2,away_win,26.0,683.0,CONCACAF,29.0,677.0,UEFA,3.0,6.0,54.76753863461539,61.76560730769231,-6.998068673076915
Portugal,Mexico,52000,Group stage,Germany,2006,2006-06-21,2,1,home_win,7.0,750.0,UEFA,4.0,758.0,CONCACAF,-3.0,-8.0,68.66904192307692,64.15167115384617,4.517370769230752
Netherlands,Argentina,48000,Group stage,Germany,2006,2006-06-21,0,0,draw,3.0,768.0,UEFA,9.0,746.0,CONMEBOL,6.0,22.0,66.82286346153847,67.99343846153849,-1.1705750000000137
Côte d'Ivoire,Serbia and Montenegro,66000,Group stage,Germany,2006,2006-06-21,3,2,home_win,32.0,669.0,CAF,44.0,610.0,UEFA,12.0,59.0,,,
Iran,Angola,38000,Group stage,Germany,2006,2006-06-21,1,1,draw,23.0,686.0,AFC,57.0,581.0,CAF,34.0,105.0,53.570152000000014,54.572860769230765,-1.0027087692307504
Croatia,Australia,52000,Group stage,Germany,2006,2006-06-22,2,2,draw,23.0,686.0,UEFA,42.0,612.0,AFC,19.0,74.0,65.74488538461539,59.69487971153847,6.050005673076917
Japan,Brazil,65000,Group stage,Germany,2006,2006-06-22,1,4,away_win,18.0,705.0,AFC,1.0,827.0,CONMEBOL,-17.0,-122.0,61.568284519230765,71.18102653846155,-9.612742019230787
Czech Republic,Italy,50000,Group stage,Germany,2006,2006-06-22,0,2,away_win,,,,13.0,728.0,UEFA,,,61.943609807692326,68.45827307692308,-6.514663269230752
Ghana,United States,41000,Group stage,Germany,2006,2006-06-22,2,1,home_win,48.0,600.0,CAF,5.0,756.0,CONCACAF,-43.0,-156.0,63.09506576923078,62.40566538461539,0.6894003846153893
Switzerland,South Korea,43000,Group stage,Germany,2006,2006-06-23,2,0,home_win,35.0,648.0,UEFA,29.0,677.0,AFC,-6.0,-29.0,64.68190576923077,,
Togo,France,45000,Group stage,Germany,2006,2006-06-23,0,2,away_win,61.0,569.0,CAF,8.0,749.0,UEFA,-53.0,-180.0,54.96459611363636,69.714,-14.749403886363638
Ukraine,Tunisia,72000,Group stage,Germany,2006,2006-06-23,1,0,home_win,45.0,609.0,UEFA,21.0,693.0,CAF,-24.0,-84.0,62.22655134615384,56.97818234615384,5.248369000000004
Saudi Arabia,Spain,46000,Group stage,Germany,2006,2006-06-23,0,1,away_win,34.0,651.0,AFC,5.0,756.0,UEFA,-29.0,-105.0,57.83005211538461,71.50423846153845,-13.674186346153839
Germany,Sweden,66000,Round of 16,Germany,2006,2006-06-24,2,0,home_win,19.0,696.0,UEFA,16.0,709.0,UEFA,-3.0,-13.0,69.83241730769232,62.87979807692308,6.952619230769244
Argentina,Mexico,43000,Round of 16,Germany,2006,2006-06-24,2,1,home_win,9.0,746.0,CONMEBOL,4.0,758.0,CONCACAF,-5.0,-12.0,67.99343846153849,64.15167115384617,3.841767307692322
Portugal,Netherlands,41000,Round of 16,Germany,2006,2006-06-25,1,0,home_win,7.0,750.0,UEFA,3.0,768.0,UEFA,-4.0,-18.0,68.66904192307692,66.82286346153847,1.8461784615384431
England,Ecuador,52000,Round of 16,Germany,2006,2006-06-25,1,0,home_win,10.0,741.0,UEFA,39.0,631.0,CONMEBOL,29.0,110.0,68.18326346153846,57.17906759615385,11.00419586538461
