home_team,away_team,Attendance,Round,Host,Year,Date,home_score,away_score,result,home_rank,home_points,confederation_x,away_rank,away_points,confederation_y,ranking_difference,points_difference,home_team_power,away_team_power,team_power_difference
Argentina,Switzerland,32127,Group stage,England,1966,1966-07-19,2,0,home_win,,,,,,,,,67.99343846153849,64.68190576923077,3.311532692307722
Soviet Union,Chile,16027,Group stage,England,1966,1966-07-20,2,1,home_win,,,,,,,,,,63.52331596153847,
West Germany,Spain,42187,Group stage,England,1966,1966-07-20,2,1,home_win,,,,,,,,,,71.50423846153845,
Hungary,Bulgaria,24129,Group stage,England,1966,1966-07-20,3,1,home_win,,,,,,,,,57.00994596153846,52.81303951923076,4.1969064423077
England,France,98270,Group stage,England,1966,1966-07-20,2,0,home_win,,,,,,,,,68.18326346153846,69.714,-1.5307365384615395
West Germany,Uruguay,40007,Quarter-finals,England,1966,1966-07-23,4,0,home_win,,,,,,,,,,65.00322653846155,
Soviet Union,Hungary,26844,Quarter-finals,England,1966,1966-07-23,2,1,home_win,,,,,,,,,,57.00994596153846,
England,Argentina,90584,Quarter-finals,England,1966,1966-07-23,1,0,home_win,,,,,,,,,68.18326346153846,67.99343846153849,0.1898249999999706
Portugal,North Korea,40248,Quarter-finals,England,1966,1966-07-23,5,3,home_win,,,,,,,,,68.66904192307692,,
West Germany,Soviet Union,38273,Semi-finals,England,1966,1966-07-25,2,1,home_win,,,,,,,,,,,
England,Portugal,94493,Semi-finals,England,1966,1966-07-26,2,1,home_win,,,,,,,,,68.18326346153846,68.66904192307692,-0.48577846153845883
Portugal,Soviet Union,87696,Third-place match,England,1966,1966-07-28,2,1,home_win,,,,,,,,,68.66904192307692,,
England,West Germany,96924,Final,England,1966,1966-07-30,4,2,home_win,,,,,,,,,68.18326346153846,,
Mexico,Soviet Union,107160,Group stage,Mexico,1970,1970-05-31,0,0,draw,,,,,,,,,64.15167115384617,,
Uruguay,Israel,20654,Group stage,Mexico,1970,1970-06-02,2,0,home_win,,,,,,,,,65.00322653846155,56.33247583333335,8.6707507051282
Peru,Bulgaria,13765,Group stage,Mexico,1970,1970-06-02,3,2,home_win,,,,,,,,,58.05016461538462,52.81303951923076,5.237125096153854
England,Romania,50560,Group stage,Mexico,1970,1970-06-02,1,0,home_win,,,,,,,,,68.18326346153846,59.02940903846154,9.153854423076922
West Germany,Morocco,12942,Group stage,Mexico,1970,1970-06-03,2,1,home_win,,,,,,,,,,62.09039384615384,
Italy,Sweden,13433,Group stage,Mexico,1970,1970-06-03,1,0,home_win,,,,,,,,,68.45827307692308,62.87979807692308,5.578474999999997
Brazil,Czechoslovakia,52897,Group stage,Mexico,1970,1970-06-03,4,1,home_win,,,,,,,,,71.18102653846155,,
Belgium,El Salvador,92205,Group stage,Mexico,1970,1970-06-03,3,0,home_win,,,,,,,,,67.93338076923077,54.33969125,13.593689519230765
Peru,Morocco,13537,Group stage,Mexico,1970,1970-06-06,3,0,home_win,,,,,,,,,58.05016461538462,62.09039384615384,-4.040229230769221
Soviet Union,Belgium,95261,Group stage,Mexico,1970,1970-06-06,4,1,home_win,,,,,,,,,,67.93338076923077,
Uruguay,Italy,29968,Group stage,Mexico,1970,1970-06-06,0,0,draw,,,,,,,,,65.00322653846155,68.45827307692308,-3.4550465384615308
Romania,Czechoslovakia,56818,Group stage,Mexico,1970,1970-06-06,2,1,home_win,,,,,,,,,59.02940903846154,,
Mexico,El Salvador,103058,Group stage,Mexico,1970,1970-06-07,4,0,home_win,,,,,,,,,64.15167115384617,54.33969125,9.811979903846165
West Germany,Bulgaria,12710,Group stage,Mexico,1970,1970-06-07,5,2,home_win,,,,,,,,,,52.81303951923076,
Sweden,Israel,9624,Group stage,Mexico,1970,1970-06-07,1,1,draw,,,,,,,,,62.87979807692308,56.33247583333335,6.547322243589733
Brazil,England,66843,Group stage,Mexico,1970,1970-06-07,1,0,home_win,,,,,,,,,71.18102653846155,68.18326346153846,2.9977630769230927
Soviet Union,El Salvador,89979,Group stage,Mexico,1970,1970-06-10,2,0,home_win,,,,,,,,,,54.33969125,
Sweden,Uruguay,18163,Group stage,Mexico,1970,1970-06-10,1,0,home_win,,,,,,,,,62.87979807692308,65.00322653846155,-2.1234284615384666
Brazil,Romania,50804,Group stage,Mexico,1970,1970-06-10,3,2,home_win,,,,,,,,,71.18102653846155,59.02940903846154,12.151617500000015
West Germany,Peru,17875,Group stage,Mexico,1970,1970-06-10,3,1,home_win,,,,,,,,,,58.05016461538462,
England,Czechoslovakia,49292,Group stage,Mexico,1970,1970-06-11,1,0,home_win,,,,,,,,,68.18326346153846,,
Bulgaria,Morocco,12299,Group stage,Mexico,1970,1970-06-11,1,1,draw,,,,,,,,,52.81303951923076,62.09039384615384,-9.277354326923074
Italy,Israel,9890,Group stage,Mexico,1970,1970-06-11,0,0,draw,,,,,,,,,68.45827307692308,56.33247583333335,12.12579724358973
Mexico,Belgium,108192,Group stage,Mexico,1970,1970-06-11,1,0,home_win,,,,,,,,,64.15167115384617,67.93338076923077,-3.7817096153845995
West Germany,England,23357,Quarter-finals,Mexico,1970,1970-06-14,3,2,home_win,,,,,,,,,,68.18326346153846,
Uruguay,Soviet Union,26085,Quarter-finals,Mexico,1970,1970-06-14,1,0,home_win,,,,,,,,,65.00322653846155,,
Italy,Mexico,26851,Quarter-finals,Mexico,1970,1970-06-14,4,1,home_win,,,,,,,,,68.45827307692308,64.15167115384617,4.3066019230769115
Brazil,Peru,54233,Quarter-finals,Mexico,1970,1970-06-14,4,2,home_win,,,,,,,,,71.18102653846155,58.05016461538462,13.130861923076935
Brazil,Uruguay,51261,Semi-finals,Mexico,1970,1970-06-17,3,1,home_win,,,,,,,,,71.18102653846155,65.00322653846155,6.177800000000005
Italy,West Germany,102444,Semi-finals,Mexico,1970,1970-06-17,4,3,home_win,,,,,,,,,68.45827307692308,,
West Germany,Uruguay,104403,Third-place match,Mexico,1970,1970-06-20,1,0,home_win,,,,,,,,,,65.00322653846155,
Brazil,Italy,107412,Final,Mexico,1970,1970-06-21,4,1,home_win,,,,,,,,,71.18102653846155,68.45827307692308,2.722753461538474
Brazil,Yugoslavia,62000,First round,Germany,1974,1974-06-13,0,0,draw,,,,,,,,,71.18102653846155,,
Zaire,Scotland,27000,First round,Germany,1974,1974-06-14,0,2,away_win,,,,,,,,,,62.71133875,
Germany DR,Australia,17000,First round,Germany,1974,1974-06-14,2,0,home_win,,,,,,,,,,59.69487971153847,
West Germany,Chile,81100,First round,Germany,1974,1974-06-14,1,0,home_win,,,,,,,,,,63.52331596153847,
Poland,Argentina,32700,First round,Germany,1974,1974-06-15,3,2,home_win,,,,,,,,,61.76560730769231,67.99343846153849,-6.227831153846182
Italy,Haiti,53000,First round,Germany,1974,1974-06-15,3,1,home_win,,,,,,,,,68.45827307692308,50.2586365,18.199636576923076
Sweden,Bulgaria,23800,First round,Germany,1974,1974-06-15,0,0,draw,,,,,,,,,62.87979807692308,52.81303951923076,10.066758557692317
Uruguay,Netherlands,55100,First round,Germany,1974,1974-06-15,0,2,away_win,,,,,,,,,65.00322653846155,66.82286346153847,-1.8196369230769278
Australia,West Germany,53300,First round,Germany,1974,1974-06-18,0,3,away_win,,,,,,,,,59.69487971153847,,
Yugoslavia,Zaire,31700,First round,Germany,1974,1974-06-18,9,0,home_win,,,,,,,,,,,
Scotland,Brazil,62000,First round,Germany,1974,1974-06-18,0,0,draw,,,,,,,,,62.71133875,71.18102653846155,-8.469687788461549
Chile,Germany DR,28300,First round,Germany,1974,1974-06-18,1,1,draw,,,,,,,,,63.52331596153847,,
Netherlands,Sweden,53700,First round,Germany,1974,1974-06-19,0,0,draw,,,,,,,,,66.82286346153847,62.87979807692308,3.9430653846153945
Haiti,Poland,25300,First round,Germany,1974,1974-06-19,0,7,away_win,,,,,,,,,50.2586365,61.76560730769231,-11.506970807692305
Argentina,Italy,70100,First round,Germany,1974,1974-06-19,1,1,draw,,,,,,,,,67.99343846153849,68.45827307692308,-0.46483461538458926
Bulgaria,Uruguay,13400,First round,Germany,1974,1974-06-19,1,1,draw,,,,,,,,,52.81303951923076,65.00322653846155,-12.190187019230784
Scotland,Yugoslavia,56000,First round,Germany,1974,1974-06-22,1,1,draw,,,,,,,,,62.71133875,,
Germany DR,West Germany,60200,First round,Germany,1974,1974-06-22,1,0,home_win,,,,,,,,,,,
Zaire,Brazil,36200,First round,Germany,1974,1974-06-22,0,3,away_win,,,,,,,,,,71.18102653846155,
Australia,Chile,17400,First round,Germany,1974,1974-06-22,0,0,draw,,,,,,,,,59.69487971153847,63.52331596153847,-3.828436250000003
Argentina,Haiti,25900,First round,Germany,1974,1974-06-23,4,1,home_win,,,,,,,,,67.99343846153849,50.2586365,17.734801961538487
Sweden,Uruguay,28300,First round,Germany,1974,1974-06-23,3,0,home_win,,,,,,,,,62.87979807692308,65.00322653846155,-2.1234284615384666
Poland,Italy,70100,First round,Germany,1974,1974-06-23,2,1,home_win,,,,,,,,,61.76560730769231,68.45827307692308,-6.692665769230771
Bulgaria,Netherlands,53300,First round,Germany,1974,1974-06-23,1,4,away_win,,,,,,,,,52.81303951923076,66.82286346153847,-14.009823942307712
Netherlands,Argentina,56548,Second round,Germany,1974,1974-06-26,4,0,home_win,,,,,,,,,66.82286346153847,67.99343846153849,-1.1705750000000137
Sweden,Poland,44955,Second round,Germany,1974,1974-06-26,0,1,away_win,,,,,,,,,62.87979807692308,61.76560730769231,1.114190769230774
Brazil,Germany DR,59863,Second round,Germany,1974,1974-06-26,1,0,home_win,,,,,,,,,71.18102653846155,,
Yugoslavia,West Germany,67385,Second round,Germany,1974,1974-06-26,0,2,away_win,,,,,,,,,,,
Argentina,Brazil,39400,Second round,Germany,1974,1974-06-30,1,2,away_win,,,,,,,,,67.99343846153849,71.18102653846155,-3.1875880769230633
Poland,Yugoslavia,58000,Second round,Germany,1974,1974-06-30,2,1,home_win,,,,,,,,,61.76560730769231,,
West Germany,Sweden,67800,Second round,Germany,1974,1974-06-30,4,2,home_win,,,,,,,,,,62.87979807692308,
Germany DR,Netherlands,68348,Second round,Germany,1974,1974-06-30,0,2,away_win,,,,,,,,,,66.82286346153847,
Sweden,Yugoslavia,41300,Second round,Germany,1974,1974-07-03,2,1,home_win,,,,,,,,,62.87979807692308,,
Argentina,Germany DR,54254,Second round,Germany,1974,1974-07-03,1,1,draw,,,,,,,,,67.99343846153849,,
Netherlands,Brazil,53700,Second round,Germany,1974,1974-07-03,2,0,home_win,,,,,,,,,66.82286346153847,71.18102653846155,-4.358163076923077
Poland,West Germany,62000,Second round,Germany,1974,1974-07-03,0,1,away_win,,,,,,,,,61.76560730769231,,
Brazil,Poland,77100,Third-place match,Germany,1974,1974-07-06,0,1,away_win,,,,,,,,,71.18102653846155,61.76560730769231,9.415419230769245
Netherlands,West Germany,78200,Final,Germany,1974,1974-07-07,1,2,away_win,,,,,,,,,66.82286346153847,,
West Germany,Poland,67579,First round,Argentina,1978,1978-06-01,0,0,draw,,,,,,,,,,61.76560730769231,
Argentina,Hungary,71615,First round,Argentina,1978,1978-06-02,2,1,home_win,,,,,,,,,67.99343846153849,57.00994596153846,10.983492500000025
Tunisia,Mexico,17396,First round,Argentina,1978,1978-06-02,3,1,home_win,,,,,,,,,56.97818234615384,64.15167115384617,-7.17348880769233
Italy,France,42373,First round,Argentina,1978,1978-06-02,2,1,home_win,,,,,,,,,68.45827307692308,69.714,-1.2557269230769208
Austria,Spain,40841,First round,Argentina,1978,1978-06-03,2,1,home_win,,,,,,,,,63.952364230769234,71.50423846153845,-7.551874230769215
Sweden,Brazil,32569,First round,Argentina,1978,1978-06-03,1,1,draw,,,,,,,,,62.87979807692308,71.18102653846155,-8.301228461538471
Netherlands,Iran,33431,First round,Argentina,1978,1978-06-03,3,0,home_win,,,,,,,,,66.82286346153847,53.570152000000014,13.25271146153846
Peru,Scotland,37927,First round,Argentina,1978,1978-06-03,3,1,home_win,,,,,,,,,58.05016461538462,62.71133875,-4.661174134615386
Poland,Tunisia,9624,First round,Argentina,1978,1978-06-06,1,0,home_win,,,,,,,,,61.76560730769231,56.97818234615384,4.78742496153847
West Germany,Mexico,35258,First round,Argentina,1978,1978-06-06,6,0,home_win,,,,,,,,,,64.15167115384617,
Italy,Hungary,26533,First round,Argentina,1978,1978-06-06,3,1,home_win,,,,,,,,,68.45827307692308,57.00994596153846,11.448327115384615
Argentina,France,71666,First round,Argentina,1978,1978-06-06,2,1,home_win,,,,,,,,,67.99343846153849,69.714,-1.72056153846151
Scotland,Iran,7938,First round,Argentina,1978,1978-06-07,1,1,draw,,,,,,,,,62.71133875,53.570152000000014,9.141186749999989
Netherlands,Peru,28125,First round,Argentina,1978,1978-06-07,0,0,draw,,,,,,,,,66.82286346153847,58.05016461538462,8.772698846153858
Brazil,Spain,34771,First round,Argentina,1978,1978-06-07,0,0,draw,,,,,,,,,71.18102653846155,71.50423846153845,-0.3232119230768973
Austria,Sweden,41424,First round,Argentina,1978,1978-06-07,1,0,home_win,,,,,,,,,63.952364230769234,62.87979807692308,1.0725661538461537
Italy,Argentina,71712,First round,Argentina,1978,1978-06-10,1,0,home_win,,,,,,,,,68.45827307692308,67.99343846153849,0.46483461538458926
West Germany,Tunisia,30667,First round,Argentina,1978,1978-06-10,0,0,draw,,,,,,,,,,56.97818234615384,
Poland,Mexico,22651,First round,Argentina,1978,1978-06-10,3,1,home_win,,,,,,,,,61.76560730769231,64.15167115384617,-2.38606384615386
France,Hungary,23127,First round,Argentina,1978,1978-06-10,3,1,home_win,,,,,,,,,69.714,57.00994596153846,12.704054038461535
Brazil,Austria,35221,First round,Argentina,1978,1978-06-11,1,0,home_win,,,,,,,,,71.18102653846155,63.952364230769234,7.228662307692318
Peru,Iran,21262,First round,Argentina,1978,1978-06-11,4,1,home_win,,,,,,,,,58.05016461538462,53.570152000000014,4.480012615384602
Spain,Sweden,42132,First round,Argentina,1978,1978-06-11,1,0,home_win,,,,,,,,,71.50423846153845,62.87979807692308,8.624440384615369
Scotland,Netherlands,35130,First round,Argentina,1978,1978-06-11,3,2,home_win,,,,,,,,,62.71133875,66.82286346153847,-4.111524711538472
Argentina,Poland,37091,Second round,Argentina,1978,1978-06-14,2,0,home_win,,,,,,,,,67.99343846153849,61.76560730769231,6.227831153846182
Brazil,Peru,31278,Second round,Argentina,1978,1978-06-14,3,0,home_win,,,,,,,,,71.18102653846155,58.05016461538462,13.130861923076935
West Germany,Italy,67547,Second round,Argentina,1978,1978-06-14,0,0,draw,,,,,,,,,,68.45827307692308,
Netherlands,Austria,25050,Second round,Argentina,1978,1978-06-14,5,1,home_win,,,,,,,,,66.82286346153847,63.952364230769234,2.8704992307692407
Argentina,Brazil,37326,Second round,Argentina,1978,1978-06-18,0,0,draw,,,,,,,,,67.99343846153849,71.18102653846155,-3.1875880769230633
Italy,Austria,66695,Second round,Argentina,1978,1978-06-18,1,0,home_win,,,,,,,,,68.45827307692308,63.952364230769234,4.505908846153844
West Germany,Netherlands,40750,Second round,Argentina,1978,1978-06-18,2,2,draw,,,,,,,,,,66.82286346153847,
Poland,Peru,35288,Second round,Argentina,1978,1978-06-18,1,0,home_win,,,,,,,,,61.76560730769231,58.05016461538462,3.7154426923076898
Netherlands,Italy,67433,Second round,Argentina,1978,1978-06-21,2,1,home_win,,,,,,,,,66.82286346153847,68.45827307692308,-1.635409615384603
Austria,West Germany,38318,Second round,Argentina,1978,1978-06-21,3,2,home_win,,,,,,,,,63.952364230769234,,
Argentina,Peru,37315,Second round,Argentina,1978,1978-06-21,6,0,home_win,,,,,,,,,67.99343846153849,58.05016461538462,9.943273846153872
Brazil,Poland,39586,Second round,Argentina,1978,1978-06-21,3,1,home_win,,,,,,,,,71.18102653846155,61.76560730769231,9.415419230769245
Brazil,Italy,69659,Third-place match,Argentina,1978,1978-06-24,2,1,home_win,,,,,,,,,71.18102653846155,68.45827307692308,2.722753461538474
Argentina,Netherlands,71483,Final,Argentina,1978,1978-06-25,3,1,home_win,,,,,,,,,67.99343846153849,66.82286346153847,1.1705750000000137
Argentina,Belgium,95000,First group stage,Spain,1982,1982-06-13,0,1,away_win,,,,,,,,,67.99343846153849,67.93338076923077,0.06005769230772273
Brazil,Soviet Union,68000,First group stage,Spain,1982,1982-06-14,2,1,home_win,,,,,,,,,71.18102653846155,,
Italy,Poland,33000,First group stage,Spain,1982,1982-06-14,0,0,draw,,,,,,,,,68.45827307692308,61.76560730769231,6.692665769230771
Scotland,New Zealand,36000,First group stage,Spain,1982,1982-06-15,5,2,home_win,,,,,,,,,62.71133875,53.55966451923077,9.151674230769231
Hungary,El Salvador,23000,First group stage,Spain,1982,1982-06-15,10,1,home_win,,,,,,,,,57.00994596153846,54.33969125,2.670254711538462
Peru,Cameroon,11000,First group stage,Spain,1982,1982-06-15,0,0,draw,,,,,,,,,58.05016461538462,59.91948615384615,-1.8693215384615343
Spain,Honduras,49562,First group stage,Spain,1982,1982-06-16,1,1,draw,,,,,,,,,71.50423846153845,56.29921266666667,15.20502579487178
West Germany,Algeria,42000,First group stage,Spain,1982,1982-06-16,1,2,away_win,,,,,,,,,,62.31388865384615,
England,France,44172,First group stage,Spain,1982,1982-06-16,3,1,home_win,,,,,,,,,68.18326346153846,69.714,-1.5307365384615395
Chile,Austria,22500,First group stage,Spain,1982,1982-06-17,0,1,away_win,,,,,,,,,63.52331596153847,63.952364230769234,-0.429048269230762
Yugoslavia,Northern Ireland,25000,First group stage,Spain,1982,1982-06-17,0,0,draw,,,,,,,,,,57.40677173076923,
Czechoslovakia,Kuwait,25000,First group stage,Spain,1982,1982-06-17,1,1,draw,,,,,,,,,,59.21806,
Brazil,Scotland,47379,First group stage,Spain,1982,1982-06-18,4,1,home_win,,,,,,,,,71.18102653846155,62.71133875,8.469687788461549
Italy,Peru,25000,First group stage,Spain,1982,1982-06-18,1,1,draw,,,,,,,,,68.45827307692308,58.05016461538462,10.408108461538461
Argentina,Hungary,32093,First group stage,Spain,1982,1982-06-18,4,1,home_win,,,,,,,,,67.99343846153849,57.00994596153846,10.983492500000025
Belgium,El Salvador,15000,First group stage,Spain,1982,1982-06-19,1,0,home_win,,,,,,,,,67.93338076923077,54.33969125,13.593689519230765
Soviet Union,New Zealand,19000,First group stage,Spain,1982,1982-06-19,3,0,home_win,,,,,,,,,,53.55966451923077,
Poland,Cameroon,19000,First group stage,Spain,1982,1982-06-19,0,0,draw,,,,,,,,,61.76560730769231,59.91948615384615,1.8461211538461555
Spain,Yugoslavia,48000,First group stage,Spain,1982,1982-06-20,2,1,home_win,,,,,,,,,71.50423846153845,,
England,Czechoslovakia,41123,First group stage,Spain,1982,1982-06-20,2,0,home_win,,,,,,,,,68.18326346153846,,
West Germany,Chile,42000,First group stage,Spain,1982,1982-06-20,4,1,home_win,,,,,,,,,,63.52331596153847,
Algeria,Austria,22000,First group stage,Spain,1982,1982-06-21,0,2,away_win,,,,,,,,,62.31388865384615,63.952364230769234,-1.638475576923085
Honduras,Northern Ireland,15000,First group stage,Spain,1982,1982-06-21,1,1,draw,,,,,,,,,56.29921266666667,57.40677173076923,-1.1075590641025599
France,Kuwait,30043,First group stage,Spain,1982,1982-06-21,4,1,home_win,,,,,,,,,69.714,59.21806,10.495939999999997
Poland,Peru,25000,First group stage,Spain,1982,1982-06-22,5,1,home_win,,,,,,,,,61.76560730769231,58.05016461538462,3.7154426923076898
Soviet Union,Scotland,45000,First group stage,Spain,1982,1982-06-22,2,2,draw,,,,,,,,,,62.71133875,
Belgium,Hungary,37000,First group stage,Spain,1982,1982-06-22,1,1,draw,,,,,,,,,67.93338076923077,57.00994596153846,10.923434807692303
Argentina,El Salvador,32500,First group stage,Spain,1982,1982-06-23,2,0,home_win,,,,,,,,,67.99343846153849,54.33969125,13.653747211538487
Italy,Cameroon,20000,First group stage,Spain,1982,1982-06-23,1,1,draw,,,,,,,,,68.45827307692308,59.91948615384615,8.538786923076927
Brazil,New Zealand,43000,First group stage,Spain,1982,1982-06-23,4,0,home_win,,,,,,,,,71.18102653846155,53.55966451923077,17.62136201923078
Honduras,Yugoslavia,25000,First group stage,Spain,1982,1982-06-24,0,1,away_win,,,,,,,,,56.29921266666667,,
Algeria,Chile,16000,First group stage,Spain,1982,1982-06-24,3,2,home_win,,,,,,,,,62.31388865384615,63.52331596153847,-1.209427307692323
France,Czechoslovakia,28000,First group stage,Spain,1982,1982-06-24,1,1,draw,,,,,,,,,69.714,,
Northern Ireland,Spain,49562,First group stage,Spain,1982,1982-06-25,1,0,home_win,,,,,,,,,57.40677173076923,71.50423846153845,-14.09746673076922
West Germany,Austria,41000,First group stage,Spain,1982,1982-06-25,1,0,home_win,,,,,,,,,,63.952364230769234,
England,Kuwait,39700,First group stage,Spain,1982,1982-06-25,1,0,home_win,,,,,,,,,68.18326346153846,59.21806,8.965203461538458
Poland,Belgium,65000,Second group stage,Spain,1982,1982-06-28,3,0,home_win,,,,,,,,,61.76560730769231,67.93338076923077,-6.167773461538459
Austria,France,37000,Second group stage,Spain,1982,1982-06-28,0,1,away_win,,,,,,,,,63.952364230769234,69.714,-5.7616357692307645
Italy,Argentina,43000,Second group stage,Spain,1982,1982-06-29,2,1,home_win,,,,,,,,,68.45827307692308,67.99343846153849,0.46483461538458926
West Germany,England,75000,Second group stage,Spain,1982,1982-06-29,0,0,draw,,,,,,,,,,68.18326346153846,
Austria,Northern Ireland,20000,Second group stage,Spain,1982,1982-07-01,2,2,draw,,,,,,,,,63.952364230769234,57.40677173076923,6.545592500000005
Belgium,Soviet Union,45000,Second group stage,Spain,1982,1982-07-01,0,1,away_win,,,,,,,,,67.93338076923077,,
West Germany,Spain,90089,Second group stage,Spain,1982,1982-07-02,2,1,home_win,,,,,,,,,,71.50423846153845,
Argentina,Brazil,44000,Second group stage,Spain,1982,1982-07-02,1,3,away_win,,,,,,,,,67.99343846153849,71.18102653846155,-3.1875880769230633
Poland,Soviet Union,65000,Second group stage,Spain,1982,1982-07-04,0,0,draw,,,,,,,,,61.76560730769231,,
France,Northern Ireland,37000,Second group stage,Spain,1982,1982-07-04,4,1,home_win,,,,,,,,,69.714,57.40677173076923,12.30722826923077
Spain,England,75000,Second group stage,Spain,1982,1982-07-05,0,0,draw,,,,,,,,,71.50423846153845,68.18326346153846,3.32097499999999
Italy,Brazil,44000,Second group stage,Spain,1982,1982-07-05,3,2,home_win,,,,,,,,,68.45827307692308,71.18102653846155,-2.722753461538474
West Germany,France,70000,Semi-finals,Spain,1982,1982-07-08,3,3,draw,,,,,,,,,,69.714,
Poland,Italy,50000,Semi-finals,Spain,1982,1982-07-08,0,2,away_win,,,,,,,,,61.76560730769231,68.45827307692308,-6.692665769230771
Poland,France,28000,Third-place match,Spain,1982,1982-07-10,3,2,home_win,,,,,,,,,61.76560730769231,69.714,-7.948392692307692
Italy,West Germany,90000,Final,Spain,1982,1982-07-11,3,1,home_win,,,,,,,,,68.45827307692308,,
Bulgaria,Italy,96000,Group stage,Mexico,1986,1986-05-31,1,1,draw,,,,,,,,,52.81303951923076,68.45827307692308,-15.645233557692315
Spain,Brazil,35748,Group stage,Mexico,1986,1986-06-01,0,1,away_win,,,,,,,,,71.50423846153845,71.18102653846155,0.3232119230768973
Canada,France,65500,Group stage,Mexico,1986,1986-06-01,0,1,away_win,,,,,,,,,56.19535634615384,69.714,-13.518643653846162
Soviet Union,Hungary,16500,Group stage,Mexico,1986,1986-06-02,6,0,home_win,,,,,,,,,,57.00994596153846,
Morocco,Poland,19900,Group stage,Mexico,1986,1986-06-02,0,0,draw,,,,,,,,,62.09039384615384,61.76560730769231,0.32478653846153094
Argentina,South Korea,60000,Group stage,Mexico,1986,1986-06-02,3,1,home_win,,,,,,,,,67.99343846153849,,
Belgium,Mexico,110000,Group stage,Mexico,1986,1986-06-03,1,2,away_win,,,,,,,,,67.93338076923077,64.15167115384617,3.7817096153845995
Portugal,England,23000,Group stage,Mexico,1986,1986-06-03,1,0,home_win,,,,,,,,,68.66904192307692,68.18326346153846,0.48577846153845883
Algeria,Northern Ireland,22000,Group stage,Mexico,1986,1986-06-03,1,1,draw,,,,,,,,,62.31388865384615,57.40677173076923,4.90711692307692
Paraguay,Iraq,24000,Group stage,Mexico,1986,1986-06-04,1,0,home_win,,,,,,,,,61.38765480769232,55.76618191666666,5.621472891025661
Scotland,Denmark,18000,Group stage,Mexico,1986,1986-06-04,0,1,away_win,,,,,,,,,62.71133875,64.05919923076922,-1.3478604807692207
Uruguay,West Germany,30500,Group stage,Mexico,1986,1986-06-04,1,1,draw,,,,,,,,,65.00322653846155,,
South Korea,Bulgaria,45000,Group stage,Mexico,1986,1986-06-05,1,1,draw,,,,,,,,,,52.81303951923076,
France,Soviet Union,36540,Group stage,Mexico,1986,1986-06-05,1,1,draw,,,,,,,,,69.714,,
Italy,Argentina,32000,Group stage,Mexico,1986,1986-06-05,1,1,draw,,,,,,,,,68.45827307692308,67.99343846153849,0.46483461538458926
England,Morocco,20200,Group stage,Mexico,1986,1986-06-06,0,0,draw,,,,,,,,,68.18326346153846,62.09039384615384,6.092869615384622
Hungary,Canada,13800,Group stage,Mexico,1986,1986-06-06,2,0,home_win,,,,,,,,,57.00994596153846,56.19535634615384,0.8145896153846266
Brazil,Algeria,48000,Group stage,Mexico,1986,1986-06-06,1,0,home_win,,,,,,,,,71.18102653846155,62.31388865384615,8.867137884615403
Mexico,Paraguay,114600,Group stage,Mexico,1986,1986-06-07,1,1,draw,,,,,,,,,64.15167115384617,61.38765480769232,2.764016346153845
Poland,Portugal,19915,Group stage,Mexico,1986,1986-06-07,1,0,home_win,,,,,,,,,61.76560730769231,68.66904192307692,-6.903434615384612
Northern Ireland,Spain,28000,Group stage,Mexico,1986,1986-06-07,1,2,away_win,,,,,,,,,57.40677173076923,71.50423846153845,-14.09746673076922
Denmark,Uruguay,26500,Group stage,Mexico,1986,1986-06-08,6,1,home_win,,,,,,,,,64.05919923076922,65.00322653846155,-0.9440273076923233
West Germany,Scotland,30000,Group stage,Mexico,1986,1986-06-08,2,1,home_win,,,,,,,,,,62.71133875,
Iraq,Belgium,20000,Group stage,Mexico,1986,1986-06-08,1,2,away_win,,,,,,,,,55.76618191666666,67.93338076923077,-12.167198852564105
Hungary,France,31420,Group stage,Mexico,1986,1986-06-09,0,3,away_win,,,,,,,,,57.00994596153846,69.714,-12.704054038461535
Soviet Union,Canada,14200,Group stage,Mexico,1986,1986-06-09,2,0,home_win,,,,,,,,,,56.19535634615384,
South Korea,Italy,20000,Group stage,Mexico,1986,1986-06-10,2,3,away_win,,,,,,,,,,68.45827307692308,
Argentina,Bulgaria,65000,Group stage,Mexico,1986,1986-06-10,2,0,home_win,,,,,,,,,67.99343846153849,52.81303951923076,15.180398942307725
Paraguay,Belgium,16000,Group stage,Mexico,1986,1986-06-11,2,2,draw,,,,,,,,,61.38765480769232,67.93338076923077,-6.545725961538444
Portugal,Morocco,28000,Group stage,Mexico,1986,1986-06-11,1,3,away_win,,,,,,,,,68.66904192307692,62.09039384615384,6.578648076923081
England,Poland,22700,Group stage,Mexico,1986,1986-06-11,3,0,home_win,,,,,,,,,68.18326346153846,61.76560730769231,6.417656153846153
Iraq,Mexico,103763,Group stage,Mexico,1986,1986-06-11,0,1,away_win,,,,,,,,,55.76618191666666,64.15167115384617,-8.385489237179506
Algeria,Spain,23980,Group stage,Mexico,1986,1986-06-12,0,3,away_win,,,,,,,,,62.31388865384615,71.50423846153845,-9.1903498076923
Northern Ireland,Brazil,51000,Group stage,Mexico,1986,1986-06-12,0,3,away_win,,,,,,,,,57.40677173076923,71.18102653846155,-13.774254807692323
Denmark,West Germany,36000,Group stage,Mexico,1986,1986-06-13,2,0,home_win,,,,,,,,,64.05919923076922,,
