home_team,away_team,Attendance,Round,Host,Year,Date,home_score,away_score,result,home_rank,home_points,confederation_x,away_rank,away_points,confederation_y,ranking_difference,points_difference,home_team_power,away_team_power,team_power_difference,home_last5_wins,home_last5_draws,home_last5_losses,home_last5_goals,home_last5_goals_conceded,home_recent_form_score,away_last5_wins,away_last5_draws,away_last5_losses,away_last5_goals,away_last5_goals_conceded,away_recent_form_score,form_score_difference,recent_goals_difference,recent_defense_difference
Germany DR,Netherlands,68348,Second round,Germany,1974,1974-06-30,0,2,away_win,,,,,,,,,,66.82286346153847,,2,1,1,4,2,7,3,1,1,10,4,10,-3,-6,2
Sweden,Yugoslavia,41300,Second round,Germany,1974,1974-07-03,2,1,home_win,,,,,,,,,62.87979807692308,,,1,2,2,5,5,5,1,2,2,11,5,5,0,-6,0
Argentina,Germany DR,54254,Second round,Germany,1974,1974-07-03,1,1,draw,,,,,,,,,67.99343846153849,,,1,1,3,8,11,4,2,1,2,4,4,7,-3,4,-7
Netherlands,Brazil,53700,Second round,Germany,1974,1974-07-03,2,0,home_win,,,,,,,,,66.82286346153847,71.18102653846155,-4.358163076923077,4,1,0,12,1,13,3,2,0,6,1,11,2,6,0
Poland,West Germany,62000,Second round,Germany,1974,1974-07-03,0,1,away_win,,,,,,,,,61.76560730769231,,,5,0,0,15,4,15,4,0,1,10,3,12,3,5,-1
Brazil,Poland,77100,Third-place match,Germany,1974,1974-07-06,0,1,away_win,,,,,,,,,71.18102653846155,61.76560730769231,9.415419230769244,3,1,1,6,3,10,4,0,1,12,3,12,-2,-6,0
Netherlands,West Germany,78200,Final,Germany,1974,1974-07-07,1,2,away_win,,,,,,,,,66.82286346153847,,,4,1,0,12,1,13,4,0,1,10,3,12,1,2,2
West Germany,Poland,67579,First round,Argentina,1978,1978-06-01,0,0,draw,,,,,,,,,,61.76560730769231,,4,0,1,9,4,12,4,0,1,6,3,12,0,3,-1
Argentina,Hungary,71615,First round,Argentina,1978,1978-06-02,2,1,home_win,,,,,,,,,67.99343846153849,57.00994596153846,10.983492500000024,1,2,2,7,9,5,2,0,3,8,8,6,-1,-1,-1
Tunisia,Mexico,17396,First round,Argentina,1978,1978-06-02,3,1,home_win,,,,,,,,,56.97818234615384,64.15167115384617,-7.17348880769233,0,0,0,0,0,0,2,2,1,6,4,8,-8,-6,4
Italy,France,42373,First round,Argentina,1978,1978-06-02,2,1,home_win,,,,,,,,,68.45827307692308,69.714,-1.2557269230769208,2,1,2,10,11,7,1,1,3,10,13,4,3,0,2
Austria,Spain,40841,First round,Argentina,1978,1978-06-03,2,1,home_win,,,,,,,,,63.952364230769234,71.50423846153845,-7.551874230769215,1,1,3,6,14,4,2,0,3,6,7,6,-2,0,-7
Sweden,Brazil,32569,First round,Argentina,1978,1978-06-03,1,1,draw,,,,,,,,,62.87979807692308,71.18102653846155,-8.301228461538471,2,1,2,7,6,7,3,0,2,6,4,9,-2,1,-2
Netherlands,Iran,33431,First round,Argentina,1978,1978-06-03,3,0,home_win,,,,,,,,,66.82286346153847,53.570152000000014,13.25271146153846,4,0,1,13,3,12,0,0,0,0,0,0,12,13,-3
Peru,Scotland,37927,First round,Argentina,1978,1978-06-03,3,1,home_win,,,,,,,,,58.05016461538462,62.71133875,-4.661174134615386,2,0,3,9,10,6,1,2,2,6,6,5,1,3,-4
Poland,Tunisia,9624,First round,Argentina,1978,1978-06-06,1,0,home_win,,,,,,,,,61.76560730769231,56.97818234615384,4.78742496153847,3,1,1,4,2,10,1,0,0,3,1,3,7,1,-1
West Germany,Mexico,35258,First round,Argentina,1978,1978-06-06,6,0,home_win,,,,,,,,,,64.15167115384617,,4,1,0,9,3,13,2,1,2,7,7,7,6,2,4
Italy,Hungary,26533,First round,Argentina,1978,1978-06-06,3,1,home_win,,,,,,,,,68.45827307692308,57.00994596153846,11.448327115384616,2,1,2,8,9,7,2,0,3,9,9,6,1,-1,0
Argentina,France,71666,First round,Argentina,1978,1978-06-06,2,1,home_win,,,,,,,,,67.99343846153849,69.714,-1.72056153846151,2,1,2,8,9,7,1,1,3,9,10,4,3,-1,1
Austria,Sweden,41424,First round,Argentina,1978,1978-06-07,1,0,home_win,,,,,,,,,63.952364230769234,62.87979807692308,1.0725661538461535,2,1,2,7,9,7,2,1,2,8,7,7,0,-1,-2
Brazil,Spain,34771,First round,Argentina,1978,1978-06-07,0,0,draw,,,,,,,,,71.18102653846155,71.50423846153845,-0.3232119230768973,2,1,2,4,5,7,1,0,4,6,9,3,4,-2,4
Scotland,Iran,7938,First round,Argentina,1978,1978-06-07,1,1,draw,,,,,,,,,62.71133875,53.570152000000014,9.141186749999989,1,2,2,5,6,5,0,0,1,0,3,0,5,5,-3
Netherlands,Peru,28125,First round,Argentina,1978,1978-06-07,0,0,draw,,,,,,,,,66.82286346153847,58.05016461538462,8.772698846153858,4,0,1,12,2,12,3,0,2,12,10,9,3,0,8
Italy,Argentina,71712,First round,Argentina,1978,1978-06-10,1,0,home_win,,,,,,,,,68.45827307692308,67.99343846153849,0.4648346153845892,3,1,1,10,6,10,2,1,2,6,9,7,3,4,3
West Germany,Tunisia,30667,First round,Argentina,1978,1978-06-10,0,0,draw,,,,,,,,,,56.97818234615384,,4,1,0,13,3,13,1,0,1,3,2,3,10,10,-1
Poland,Mexico,22651,First round,Argentina,1978,1978-06-10,3,1,home_win,,,,,,,,,61.76560730769231,64.15167115384617,-2.38606384615386,3,1,1,4,2,10,2,0,3,7,13,6,4,-3,11
France,Hungary,23127,First round,Argentina,1978,1978-06-10,3,1,home_win,,,,,,,,,69.714,57.00994596153846,12.704054038461535,0,1,4,4,9,1,2,0,3,9,9,6,-5,-5,0
Brazil,Austria,35221,First round,Argentina,1978,1978-06-11,1,0,home_win,,,,,,,,,71.18102653846155,63.952364230769234,7.228662307692318,1,2,2,3,5,5,2,1,2,5,8,7,-2,-2,3
Peru,Iran,21262,First round,Argentina,1978,1978-06-11,4,1,home_win,,,,,,,,,58.05016461538462,53.570152000000014,4.480012615384602,2,1,2,9,8,7,0,1,1,1,4,1,6,8,-4
Spain,Sweden,42132,First round,Argentina,1978,1978-06-11,1,0,home_win,,,,,,,,,71.50423846153845,62.87979807692308,8.624440384615369,1,1,3,5,7,4,1,1,3,5,8,4,0,0,1
Scotland,Netherlands,35130,First round,Argentina,1978,1978-06-11,3,2,home_win,,,,,,,,,62.71133875,66.82286346153847,-4.111524711538472,1,3,1,5,5,6,3,1,1,8,2,10,-4,-3,-3
Netherlands,Austria,25050,Second round,Argentina,1978,1978-06-14,5,1,home_win,,,,,,,,,66.82286346153847,63.952364230769234,2.8704992307692407,2,1,2,8,5,7,2,1,2,5,6,7,0,3,1
Argentina,Poland,37091,Second round,Argentina,1978,1978-06-14,2,0,home_win,,,,,,,,,67.99343846153849,61.76560730769231,6.227831153846182,2,1,2,6,6,7,3,1,1,5,2,10,-3,1,-4
Brazil,Peru,31278,Second round,Argentina,1978,1978-06-14,3,0,home_win,,,,,,,,,71.18102653846155,58.05016461538462,13.130861923076935,1,2,2,2,4,5,2,1,2,10,9,7,-2,-8,5
West Germany,Italy,67547,Second round,Argentina,1978,1978-06-14,0,0,draw,,,,,,,,,,68.45827307692308,,3,2,0,9,1,11,3,1,1,8,5,10,1,1,4
West Germany,Netherlands,40750,Second round,Argentina,1978,1978-06-18,2,2,draw,,,,,,,,,,66.82286346153847,,2,3,0,8,1,9,2,1,2,11,6,7,2,-3,5
Poland,Peru,35288,Second round,Argentina,1978,1978-06-18,1,0,home_win,,,,,,,,,61.76560730769231,58.05016461538462,3.7154426923076898,3,1,1,5,3,10,2,1,2,9,9,7,3,-4,6
Argentina,Brazil,37326,Second round,Argentina,1978,1978-06-18,0,0,draw,,,,,,,,,67.99343846153849,71.18102653846155,-3.187588076923064,3,1,1,7,4,10,2,2,1,5,2,8,2,2,-2
Italy,Austria,66695,Second round,Argentina,1978,1978-06-18,1,0,home_win,,,,,,,,,68.45827307692308,63.952364230769234,4.505908846153844,3,1,1,7,4,10,2,1,2,6,9,7,3,1,5
Netherlands,Italy,67433,Second round,Argentina,1978,1978-06-21,2,1,home_win,,,,,,,,,66.82286346153847,68.45827307692308,-1.635409615384603,2,2,1,12,6,8,4,1,0,7,2,13,-5,5,-4
Austria,West Germany,38318,Second round,Argentina,1978,1978-06-21,3,2,home_win,,,,,,,,,63.952364230769234,,,2,0,3,4,8,6,1,4,0,8,2,7,-1,-4,-6
Argentina,Peru,37315,Second round,Argentina,1978,1978-06-21,6,0,home_win,,,,,,,,,67.99343846153849,58.05016461538462,9.943273846153872,3,1,1,6,3,10,2,1,2,7,6,7,3,-1,3
Brazil,Poland,39586,Second round,Argentina,1978,1978-06-21,3,1,home_win,,,,,,,,,71.18102653846155,61.76560730769231,9.415419230769244,2,3,0,5,1,9,3,1,1,5,3,10,-1,0,2
Brazil,Italy,69659,Third-place match,Argentina,1978,1978-06-24,2,1,home_win,,,,,,,,,71.18102653846155,68.45827307692308,2.722753461538474,3,2,0,7,1,11,3,1,1,6,3,10,1,1,2
Argentina,Netherlands,71483,Final,Argentina,1978,1978-06-25,3,1,home_win,,,,,,,,,67.99343846153849,66.82286346153847,1.1705750000000137,3,1,1,10,2,10,2,2,1,11,7,8,2,-1,5
Argentina,Belgium,95000,First group stage,Spain,1982,1982-06-13,0,1,away_win,,,,,,,,,67.99343846153849,67.93338076923077,0.0600576923077227,3,1,1,11,2,10,1,1,3,9,13,4,6,2,11
Brazil,Soviet Union,68000,First group stage,Spain,1982,1982-06-14,2,1,home_win,,,,,,,,,71.18102653846155,,,4,1,0,9,2,13,2,1,2,7,4,7,6,2,2
Italy,Poland,33000,First group stage,Spain,1982,1982-06-14,0,0,draw,,,,,,,,,68.45827307692308,61.76560730769231,6.692665769230771,2,1,2,4,4,7,3,0,2,6,6,9,-2,-2,2
Scotland,New Zealand,36000,First group stage,Spain,1982,1982-06-15,5,2,home_win,,,,,,,,,62.71133875,53.55966451923077,9.151674230769231,1,3,1,6,7,6,0,0,0,0,0,0,6,6,-7
Hungary,El Salvador,23000,First group stage,Spain,1982,1982-06-15,10,1,home_win,,,,,,,,,57.00994596153846,54.33969125,2.670254711538462,1,0,4,7,11,3,0,0,3,0,9,0,3,7,-2
Peru,Cameroon,11000,First group stage,Spain,1982,1982-06-15,0,0,draw,,,,,,,,,58.05016461538462,59.91948615384615,-1.8693215384615345,1,1,3,4,11,4,0,0,0,0,0,0,4,4,-11
England,France,44172,First group stage,Spain,1982,1982-06-16,3,1,home_win,,,,,,,,,68.18326346153846,69.714,-1.5307365384615397,3,0,2,8,6,9,1,0,4,6,9,3,6,2,3
West Germany,Algeria,42000,First group stage,Spain,1982,1982-06-16,1,2,away_win,,,,,,,,,,62.31388865384615,,1,3,1,10,5,6,0,0,0,0,0,0,6,10,-5
Spain,Honduras,49562,First group stage,Spain,1982,1982-06-16,1,1,draw,,,,,,,,,71.50423846153845,56.29921266666667,15.20502579487178,2,1,2,5,5,7,0,0,0,0,0,0,7,5,-5
Chile,Austria,22500,First group stage,Spain,1982,1982-06-17,0,1,away_win,,,,,,,,,63.52331596153847,63.952364230769234,-0.429048269230762,0,3,2,3,5,3,2,0,3,5,9,6,-3,-2,4
Yugoslavia,Northern Ireland,25000,First group stage,Spain,1982,1982-06-17,0,0,draw,,,,,,,,,,57.40677173076923,,1,1,3,12,7,4,2,1,2,6,10,7,-3,6,3
Czechoslovakia,Kuwait,25000,First group stage,Spain,1982,1982-06-17,1,1,draw,,,,,,,,,,59.21806,,1,0,4,6,11,3,0,0,0,0,0,0,3,6,-11
Brazil,Scotland,47379,First group stage,Spain,1982,1982-06-18,4,1,home_win,,,,,,,,,71.18102653846155,62.71133875,8.469687788461549,4,1,0,10,3,13,2,2,1,11,9,8,5,-1,6
Italy,Peru,25000,First group stage,Spain,1982,1982-06-18,1,1,draw,,,,,,,,,68.45827307692308,58.05016461538462,10.40810846153846,1,2,2,3,4,5,1,1,3,4,11,4,1,-1,7
Argentina,Hungary,32093,First group stage,Spain,1982,1982-06-18,4,1,home_win,,,,,,,,,67.99343846153849,57.00994596153846,10.983492500000024,3,1,1,11,2,10,1,0,4,14,11,3,7,-3,9
Belgium,El Salvador,15000,First group stage,Spain,1982,1982-06-19,1,0,home_win,,,,,,,,,67.93338076923077,54.33969125,13.593689519230765,2,0,3,6,9,6,0,0,4,1,19,0,6,5,10
Soviet Union,New Zealand,19000,First group stage,Spain,1982,1982-06-19,3,0,home_win,,,,,,,,,,53.55966451923077,,2,1,2,7,4,7,0,0,1,2,5,0,7,5,1
Poland,Cameroon,19000,First group stage,Spain,1982,1982-06-19,0,0,draw,,,,,,,,,61.76560730769231,59.91948615384615,1.8461211538461555,2,1,2,5,6,7,0,1,0,0,0,1,6,5,-6
West Germany,Chile,42000,First group stage,Spain,1982,1982-06-20,4,1,home_win,,,,,,,,,,63.52331596153847,,0,3,2,5,7,3,0,2,3,2,5,2,1,3,-2
Spain,Yugoslavia,48000,First group stage,Spain,1982,1982-06-20,2,1,home_win,,,,,,,,,71.50423846153845,,,1,2,2,4,5,5,0,2,3,3,7,2,3,1,2
England,Czechoslovakia,41123,First group stage,Spain,1982,1982-06-20,2,0,home_win,,,,,,,,,68.18326346153846,,,3,0,2,7,5,9,0,1,4,4,11,1,8,3,6
France,Kuwait,30043,First group stage,Spain,1982,1982-06-21,4,1,home_win,,,,,,,,,69.714,59.21806,10.495939999999996,1,0,4,6,10,3,0,1,0,1,1,1,2,5,-9
Honduras,Northern Ireland,15000,First group stage,Spain,1982,1982-06-21,1,1,draw,,,,,,,,,56.29921266666667,57.40677173076923,-1.10755906410256,0,1,0,1,1,1,1,2,2,5,10,5,-4,-4,9
Algeria,Austria,22000,First group stage,Spain,1982,1982-06-21,0,2,away_win,,,,,,,,,62.31388865384615,63.952364230769234,-1.638475576923085,1,0,0,2,1,3,2,0,3,5,9,6,-3,-3,8
Poland,Peru,25000,First group stage,Spain,1982,1982-06-22,5,1,home_win,,,,,,,,,61.76560730769231,58.05016461538462,3.7154426923076898,1,2,2,2,5,5,0,2,3,1,11,2,3,1,6
Soviet Union,Scotland,45000,First group stage,Spain,1982,1982-06-22,2,2,draw,,,,,,,,,,62.71133875,,3,0,2,10,4,9,2,1,2,11,12,7,2,-1,8
Belgium,Hungary,37000,First group stage,Spain,1982,1982-06-22,1,1,draw,,,,,,,,,67.93338076923077,57.00994596153846,10.923434807692304,3,0,2,6,5,9,1,0,4,14,13,3,6,-8,8
Argentina,El Salvador,32500,First group stage,Spain,1982,1982-06-23,2,0,home_win,,,,,,,,,67.99343846153849,54.33969125,13.653747211538487,3,1,1,13,3,10,0,0,5,1,20,0,10,12,17
Italy,Cameroon,20000,First group stage,Spain,1982,1982-06-23,1,1,draw,,,,,,,,,68.45827307692308,59.91948615384615,8.538786923076927,1,2,2,4,5,5,0,2,0,0,0,2,3,4,-5
Brazil,New Zealand,43000,First group stage,Spain,1982,1982-06-23,4,0,home_win,,,,,,,,,71.18102653846155,53.55966451923077,17.62136201923078,4,1,0,11,4,13,0,0,2,2,8,0,13,9,4
Honduras,Yugoslavia,25000,First group stage,Spain,1982,1982-06-24,0,1,away_win,,,,,,,,,56.29921266666667,,,0,2,0,2,2,2,0,1,4,3,8,1,1,-1,6
Algeria,Chile,16000,First group stage,Spain,1982,1982-06-24,3,2,home_win,,,,,,,,,62.31388865384615,63.52331596153847,-1.209427307692323,1,0,1,2,3,3,0,2,3,2,7,2,1,0,4
France,Czechoslovakia,28000,First group stage,Spain,1982,1982-06-24,1,1,draw,,,,,,,,,69.714,,,2,0,3,10,9,6,0,1,4,3,10,1,5,7,1
Northern Ireland,Spain,49562,First group stage,Spain,1982,1982-06-25,1,0,home_win,,,,,,,,,57.40677173076923,71.50423846153845,-14.09746673076922,1,3,1,5,8,6,2,2,1,5,4,8,-2,0,-4
West Germany,Austria,41000,First group stage,Spain,1982,1982-06-25,1,0,home_win,,,,,,,,,,63.952364230769234,,1,2,2,9,8,5,3,0,2,7,8,9,-4,2,0
England,Kuwait,39700,First group stage,Spain,1982,1982-06-25,1,0,home_win,,,,,,,,,68.18326346153846,59.21806,8.965203461538458,3,0,2,8,5,9,0,1,1,2,5,1,8,6,0
Austria,France,37000,Second group stage,Spain,1982,1982-06-28,0,1,away_win,,,,,,,,,63.952364230769234,69.714,-5.7616357692307645,3,0,2,6,4,9,2,1,2,10,8,7,2,-4,4
Poland,Belgium,65000,Second group stage,Spain,1982,1982-06-28,3,0,home_win,,,,,,,,,61.76560730769231,67.93338076923077,-6.167773461538459,2,2,1,7,4,8,2,1,2,4,6,7,1,3,2
Italy,Argentina,43000,Second group stage,Spain,1982,1982-06-29,2,1,home_win,,,,,,,,,68.45827307692308,67.99343846153849,0.4648346153845892,0,3,2,4,6,3,4,0,1,15,3,12,-9,-11,-3
West Germany,England,75000,Second group stage,Spain,1982,1982-06-29,0,0,draw,,,,,,,,,,68.18326346153846,,2,1,2,10,8,7,4,0,1,9,4,12,-5,1,-4
Austria,Northern Ireland,20000,Second group stage,Spain,1982,1982-07-01,2,2,draw,,,,,,,,,63.952364230769234,57.40677173076923,6.545592500000005,3,0,2,6,4,9,2,2,1,4,6,8,1,2,2
Belgium,Soviet Union,45000,Second group stage,Spain,1982,1982-07-01,0,1,away_win,,,,,,,,,67.93338076923077,,,2,1,2,3,5,7,2,1,2,8,5,7,0,-5,0
West Germany,Spain,90089,Second group stage,Spain,1982,1982-07-02,2,1,home_win,,,,,,,,,,71.50423846153845,,2,1,2,8,6,7,2,2,1,4,3,8,-1,4,-3
Argentina,Brazil,44000,Second group stage,Spain,1982,1982-07-02,1,3,away_win,,,,,,,,,67.99343846153849,71.18102653846155,-3.187588076923064,3,0,2,10,5,9,5,0,0,15,4,15,-6,-5,-1
Poland,Soviet Union,65000,Second group stage,Spain,1982,1982-07-04,0,0,draw,,,,,,,,,61.76560730769231,,,2,2,1,9,4,8,2,1,2,7,5,7,1,2,1
France,Northern Ireland,37000,Second group stage,Spain,1982,1982-07-04,4,1,home_win,,,,,,,,,69.714,57.40677173076923,12.30722826923077,3,1,1,10,6,10,1,3,1,4,7,6,4,6,1
Spain,England,75000,Second group stage,Spain,1982,1982-07-05,0,0,draw,,,,,,,,,71.50423846153845,68.18326346153846,3.32097499999999,2,1,2,5,5,7,3,1,1,8,4,10,-3,-3,-1
Italy,Brazil,44000,Second group stage,Spain,1982,1982-07-05,3,2,home_win,,,,,,,,,68.45827307692308,71.18102653846155,-2.722753461538474,1,3,1,5,5,6,5,0,0,15,4,15,-9,-10,-1
West Germany,France,70000,Semi-finals,Spain,1982,1982-07-08,3,3,draw,,,,,,,,,,69.714,,3,1,1,8,4,10,3,1,1,11,6,10,0,-3,2
Poland,Italy,50000,Semi-finals,Spain,1982,1982-07-08,0,2,away_win,,,,,,,,,61.76560730769231,68.45827307692308,-6.692665769230771,2,3,0,8,1,9,2,3,0,7,5,9,0,1,4
Poland,France,28000,Third-place match,Spain,1982,1982-07-10,3,2,home_win,,,,,,,,,61.76560730769231,69.714,-7.948392692307692,2,2,1,8,3,8,3,2,0,13,6,11,-3,-5,3
Italy,West Germany,90000,Final,Spain,1982,1982-07-11,3,1,home_win,,,,,,,,,68.45827307692308,,,3,2,0,9,5,11,3,2,0,10,5,11,0,-1,0
Bulgaria,Italy,96000,Group stage,Mexico,1986,1986-05-31,1,1,draw,,,,,,,,,52.81303951923076,68.45827307692308,-15.645233557692316,0,3,2,5,11,3,4,1,0,11,5,13,-10,-6,-6
Canada,France,65500,Group stage,Mexico,1986,1986-06-01,0,1,away_win,,,,,,,,,56.19535634615384,69.714,-13.518643653846162,0,0,0,0,0,0,2,2,1,11,8,8,-8,-11,8
Spain,Brazil,35748,Group stage,Mexico,1986,1986-06-01,0,1,away_win,,,,,,,,,71.50423846153845,71.18102653846155,0.3232119230768973,1,2,2,4,5,5,4,0,1,15,6,12,-7,-11,1
Soviet Union,Hungary,16500,Group stage,Mexico,1986,1986-06-02,6,0,home_win,,,,,,,,,,57.00994596153846,,2,2,1,7,4,8,1,1,3,14,12,4,4,-7,8
Morocco,Poland,19900,Group stage,Mexico,1986,1986-06-02,0,0,draw,,,,,,,,,62.09039384615384,61.76560730769231,0.3247865384615309,0,1,2,2,6,1,3,1,1,11,5,10,-9,-9,-1
Argentina,South Korea,60000,Group stage,Mexico,1986,1986-06-02,3,1,home_win,,,,,,,,,67.99343846153849,,,2,0,3,8,7,6,0,0,2,0,16,0,6,8,9
Belgium,Mexico,110000,Group stage,Mexico,1986,1986-06-03,1,2,away_win,,,,,,,,,67.93338076923077,64.15167115384617,3.7817096153846,2,1,2,3,5,7,1,0,4,4,16,3,4,-1,11
Portugal,England,23000,Group stage,Mexico,1986,1986-06-03,1,0,home_win,,,,,,,,,68.66904192307692,68.18326346153846,0.4857784615384588,4,0,1,14,7,12,3,2,0,6,1,11,1,8,-6
Algeria,Northern Ireland,22000,Group stage,Mexico,1986,1986-06-03,1,1,draw,,,,,,,,,62.31388865384615,57.40677173076923,4.90711692307692,2,0,1,5,5,6,1,3,1,5,7,6,0,0,2
Paraguay,Iraq,24000,Group stage,Mexico,1986,1986-06-04,1,0,home_win,,,,,,,,,61.38765480769232,55.76618191666666,5.621472891025661,1,2,2,11,16,5,0,0,0,0,0,0,5,11,-16
Scotland,Denmark,18000,Group stage,Mexico,1986,1986-06-04,0,1,away_win,,,,,,,,,62.71133875,64.05919923076922,-1.3478604807692207,2,2,1,12,11,8,0,0,0,0,0,0,8,12,-11
Uruguay,West Germany,30500,Group stage,Mexico,1986,1986-06-04,1,1,draw,,,,,,,,,65.00322653846155,,,0,1,4,2,10,1,2,2,1,7,7,8,-7,-5,-3
South Korea,Bulgaria,45000,Group stage,Mexico,1986,1986-06-05,1,1,draw,,,,,,,,,,52.81303951923076,,0,0,3,1,19,0,0,4,1,4,7,4,-4,-3,-12
France,Soviet Union,36540,Group stage,Mexico,1986,1986-06-05,1,1,draw,,,,,,,,,69.714,,,3,1,1,11,7,10,3,2,0,12,2,11,-1,-1,-5
Italy,Argentina,32000,Group stage,Mexico,1986,1986-06-05,1,1,draw,,,,,,,,,68.45827307692308,67.99343846153849,0.4648346153845892,4,1,0,11,5,13,3,0,2,11,7,9,4,0,2
Brazil,Algeria,48000,Group stage,Mexico,1986,1986-06-06,1,0,home_win,,,,,,,,,71.18102653846155,62.31388865384615,8.867137884615403,4,0,1,14,5,12,2,1,1,6,6,7,5,8,1
England,Morocco,20200,Group stage,Mexico,1986,1986-06-06,0,0,draw,,,,,,,,,68.18326346153846,62.09039384615384,6.092869615384622,2,2,1,3,1,8,0,2,2,2,6,2,6,1,5
Hungary,Canada,13800,Group stage,Mexico,1986,1986-06-06,2,0,home_win,,,,,,,,,57.00994596153846,56.19535634615384,0.8145896153846266,1,1,3,13,15,4,0,0,1,0,1,0,4,13,-14
Mexico,Paraguay,114600,Group stage,Mexico,1986,1986-06-07,1,1,draw,,,,,,,,,64.15167115384617,61.38765480769232,2.764016346153845,1,0,4,5,17,3,2,1,2,10,14,7,-4,-5,-3
Poland,Portugal,19915,Group stage,Mexico,1986,1986-06-07,1,0,home_win,,,,,,,,,61.76560730769231,68.66904192307692,-6.903434615384612,2,2,1,6,4,8,4,0,1,12,7,12,-4,-6,3
Northern Ireland,Spain,28000,Group stage,Mexico,1986,1986-06-07,1,2,away_win,,,,,,,,,57.40677173076923,71.50423846153845,-14.09746673076922,1,3,1,6,8,6,1,1,3,3,5,4,2,3,-3
Denmark,Uruguay,26500,Group stage,Mexico,1986,1986-06-08,6,1,home_win,,,,,,,,,64.05919923076922,65.00322653846155,-0.9440273076923232,1,0,0,1,0,3,0,2,3,2,8,2,1,-1,8
West Germany,Scotland,30000,Group stage,Mexico,1986,1986-06-08,2,1,home_win,,,,,,,,,,62.71133875,,1,3,1,7,8,6,2,1,2,11,11,7,-1,-4,3
Iraq,Belgium,20000,Group stage,Mexico,1986,1986-06-08,1,2,away_win,,,,,,,,,55.76618191666666,67.93338076923077,-12.167198852564104,0,0,1,0,1,0,1,1,3,3,7,4,-4,-3,6
Hungary,France,31420,Group stage,Mexico,1986,1986-06-09,0,3,away_win,,,,,,,,,57.00994596153846,69.714,-12.704054038461535,2,1,2,14,12,7,2,2,1,11,8,8,-1,3,-4
Soviet Union,Canada,14200,Group stage,Mexico,1986,1986-06-09,2,0,home_win,,,,,,,,,,56.19535634615384,,2,3,0,10,3,9,0,0,2,0,3,0,9,10,0
Argentina,Bulgaria,65000,Group stage,Mexico,1986,1986-06-10,2,0,home_win,,,,,,,,,67.99343846153849,52.81303951923076,15.180398942307724,2,1,2,8,7,7,0,4,1,4,7,4,3,4,0
South Korea,Italy,20000,Group stage,Mexico,1986,1986-06-10,2,3,away_win,,,,,,,,,,68.45827307692308,,0,1,3,2,20,1,3,2,0,10,5,11,-10,-8,-15
Iraq,Mexico,103763,Group stage,Mexico,1986,1986-06-11,0,1,away_win,,,,,,,,,55.76618191666666,64.15167115384617,-8.385489237179506,0,0,2,1,3,0,1,1,3,5,14,4,-4,-4,11
England,Poland,22700,Group stage,Mexico,1986,1986-06-11,3,0,home_win,,,,,,,,,68.18326346153846,61.76560730769231,6.417656153846153,1,3,1,1,1,6,2,2,1,4,4,8,-2,-3,3
Paraguay,Belgium,16000,Group stage,Mexico,1986,1986-06-11,2,2,draw,,,,,,,,,61.38765480769232,67.93338076923077,-6.545725961538444,2,2,1,11,13,8,1,1,3,4,8,4,4,7,-5
Portugal,Morocco,28000,Group stage,Mexico,1986,1986-06-11,1,3,away_win,,,,,,,,,68.66904192307692,62.09039384615384,6.578648076923081,3,0,2,9,7,9,0,3,2,2,6,3,6,7,-1
Algeria,Spain,23980,Group stage,Mexico,1986,1986-06-12,0,3,away_win,,,,,,,,,62.31388865384615,71.50423846153845,-9.1903498076923,2,1,2,6,7,7,1,1,3,3,5,4,3,3,-2
Northern Ireland,Brazil,51000,Group stage,Mexico,1986,1986-06-12,0,3,away_win,,,,,,,,,57.40677173076923,71.18102653846155,-13.774254807692325,1,2,2,6,9,5,4,0,1,11,4,12,-7,-5,-5
Denmark,West Germany,36000,Group stage,Mexico,1986,1986-06-13,2,0,home_win,,,,,,,,,64.05919923076922,,,2,0,0,7,1,6,2,2,1,9,9,8,-2,-2,8
Scotland,Uruguay,20000,Group stage,Mexico,1986,1986-06-13,0,0,draw,,,,,,,,,62.71133875,65.00322653846155,-2.291887788461544,1,1,3,9,11,4,0,2,3,3,13,2,2,6,2
Mexico,Bulgaria,114580,Round of 16,Mexico,1986,1986-06-15,2,0,home_win,,,,,,,,,64.15167115384617,52.81303951923076,11.338631634615403,2,1,2,5,11,7,0,3,2,4,9,3,4,1,-2
Soviet Union,Belgium,32277,Round of 16,Mexico,1986,1986-06-15,3,4,away_win,,,,,,,,,,67.93338076923077,,3,2,0,10,1,11,1,1,3,5,9,4,7,5,8
Argentina,Uruguay,26000,Round of 16,Mexico,1986,1986-06-16,1,0,home_win,,,,,,,,,67.99343846153849,65.00322653846155,2.990211923076941,2,1,2,8,7,7,0,3,2,3,11,3,4,5,4
Brazil,Poland,45000,Round of 16,Mexico,1986,1986-06-16,4,0,home_win,,,,,,,,,71.18102653846155,61.76560730769231,9.415419230769244,4,0,1,10,4,12,2,1,2,4,7,7,5,6,3
Morocco,West Germany,19800,Round of 16,Mexico,1986,1986-06-17,0,1,away_win,,,,,,,,,62.09039384615384,,,1,3,1,4,5,6,1,2,2,7,10,5,1,-3,5
Italy,France,70000,Round of 16,Mexico,1986,1986-06-17,0,2,away_win,,,,,,,,,68.45827307692308,69.714,-1.2557269230769208,3,2,0,10,5,11,2,2,1,10,7,8,3,0,2
