home_team,away_team,Attendance,Round,Host,Year,Date,home_score,away_score,result,home_rank,home_points,confederation_x,away_rank,away_points,confederation_y,ranking_difference,points_difference,home_team_power,away_team_power,team_power_difference,home_last5_wins,home_last5_draws,home_last5_losses,home_last5_goals,home_last5_goals_conceded,home_recent_form_score,away_last5_wins,away_last5_draws,away_last5_losses,away_last5_goals,away_last5_goals_conceded,away_recent_form_score,form_score_difference,recent_goals_difference,recent_defense_difference
Brazil,Soviet Union,50928,Group stage,Sweden,1958,1958-06-15,2,0,home_win,,,,,,,,,71.18102653846155,,,2,2,1,11,5,8,1,1,0,4,2,4,4,7,-3
Paraguay,Yugoslavia,13103,Group stage,Sweden,1958,1958-06-15,3,3,draw,,,,,,,,,61.38765480769232,,,2,1,2,9,13,7,2,2,1,6,6,8,-1,3,-7
Czechoslovakia,Argentina,16418,Group stage,Sweden,1958,1958-06-15,6,1,home_win,,,,,,,,,,67.99343846153849,,0,1,4,3,12,1,2,0,3,14,12,6,-5,-11,0
Sweden,Wales,30287,Group stage,Sweden,1958,1958-06-15,0,0,draw,,,,,,,,,62.87979807692308,59.99270048076925,2.887097596153829,3,0,2,11,12,9,0,2,0,2,2,2,7,9,-10
Northern Ireland,Czechoslovakia,6196,Group stage play-off,Sweden,1958,1958-06-17,2,1,home_win,,,,,,,,,57.40677173076923,,,1,1,1,4,5,4,1,1,3,8,11,4,0,-4,6
Soviet Union,England,23182,Group stage play-off,Sweden,1958,1958-06-17,1,0,home_win,,,,,,,,,,68.18326346153846,,1,1,1,4,4,4,1,3,1,8,8,6,-2,-4,4
Wales,Hungary,2823,Group stage play-off,Sweden,1958,1958-06-17,2,1,home_win,,,,,,,,,59.99270048076925,57.00994596153846,2.982754519230788,0,3,0,2,2,3,2,1,2,12,8,7,-4,-10,6
Sweden,Soviet Union,31900,Quarter-finals,Sweden,1958,1958-06-19,2,0,home_win,,,,,,,,,62.87979807692308,,,3,1,1,10,5,10,2,1,1,5,4,7,3,5,-1
Brazil,Wales,25923,Quarter-finals,Sweden,1958,1958-06-19,1,0,home_win,,,,,,,,,71.18102653846155,59.99270048076925,11.1883260576923,2,2,1,8,5,8,1,3,0,4,3,6,2,4,-2
West Germany,Yugoslavia,20055,Quarter-finals,Sweden,1958,1958-06-19,1,0,home_win,,,,,,,,,,,,1,2,0,7,5,5,1,3,1,8,9,6,-1,-1,4
France,Northern Ireland,11800,Quarter-finals,Sweden,1958,1958-06-19,4,0,home_win,,,,,,,,,69.714,57.40677173076923,12.30722826923077,3,0,2,14,10,9,2,1,1,6,6,7,2,8,-4
Brazil,France,27100,Semi-finals,Sweden,1958,1958-06-24,5,2,home_win,,,,,,,,,71.18102653846155,69.714,1.4670265384615533,3,1,1,8,4,10,4,0,1,18,9,12,-2,-10,5
Sweden,West Germany,49471,Semi-finals,Sweden,1958,1958-06-24,3,1,home_win,,,,,,,,,62.87979807692308,,,4,1,0,10,2,13,2,2,0,8,5,8,5,2,3
France,West Germany,32483,Third-place match,Sweden,1958,1958-06-28,6,3,home_win,,,,,,,,,69.714,,,3,0,2,17,12,9,2,2,1,9,8,8,1,8,-4
Brazil,Sweden,49737,Final,Sweden,1958,1958-06-29,5,2,home_win,,,,,,,,,71.18102653846155,62.87979807692308,8.301228461538471,4,1,0,11,2,13,4,1,0,10,2,13,0,1,0
Uruguay,Colombia,7908,Group stage,Chile,1962,1962-05-30,2,1,home_win,,,,,,,,,65.00322653846155,64.20907144230769,0.7941550961538582,3,0,2,16,9,9,0,0,0,0,0,0,9,16,-9
Chile,Switzerland,65006,Group stage,Chile,1962,1962-05-30,3,1,home_win,,,,,,,,,63.52331596153847,64.68190576923077,-1.1585898076922945,2,0,3,7,9,6,3,0,2,13,12,9,-3,-6,3
Argentina,Bulgaria,7134,Group stage,Chile,1962,1962-05-30,1,0,home_win,,,,,,,,,67.99343846153849,52.81303951923076,15.180398942307724,1,0,4,9,17,3,0,0,0,0,0,0,3,9,-17
Brazil,Mexico,10484,Group stage,Chile,1962,1962-05-30,2,0,home_win,,,,,,,,,71.18102653846155,64.15167115384617,7.029355384615386,4,1,0,13,4,13,0,1,4,3,16,1,12,10,12
Czechoslovakia,Spain,12700,Group stage,Chile,1962,1962-05-31,1,0,home_win,,,,,,,,,,71.50423846153845,,1,1,3,9,11,4,2,1,2,7,11,7,-3,2,0
Hungary,England,7938,Group stage,Chile,1962,1962-05-31,2,1,home_win,,,,,,,,,57.00994596153846,68.18326346153846,-11.173317499999996,1,1,3,9,8,4,0,3,2,6,9,3,1,3,1
West Germany,Italy,65440,Group stage,Chile,1962,1962-05-31,0,0,draw,,,,,,,,,,68.45827307692308,,1,2,2,9,13,5,2,0,3,10,10,6,-1,-1,-3
Soviet Union,Yugoslavia,9622,Group stage,Chile,1962,1962-05-31,2,0,home_win,,,,,,,,,,,,2,1,2,5,6,7,1,2,2,7,9,5,2,-2,3
Yugoslavia,Uruguay,8829,Group stage,Chile,1962,1962-06-02,3,1,home_win,,,,,,,,,,65.00322653846155,,1,2,2,7,9,5,3,0,2,16,10,9,-4,-9,1
England,Argentina,9794,Group stage,Chile,1962,1962-06-02,3,1,home_win,,,,,,,,,68.18326346153846,67.99343846153849,0.1898249999999706,0,3,2,5,7,3,2,0,3,8,13,6,-3,-3,6
Brazil,Czechoslovakia,14903,Group stage,Chile,1962,1962-06-02,0,0,draw,,,,,,,,,71.18102653846155,,,5,0,0,15,4,15,2,1,2,10,6,7,8,5,2
Chile,Italy,66057,Group stage,Chile,1962,1962-06-02,2,0,home_win,,,,,,,,,63.52331596153847,68.45827307692308,-4.934957115384606,2,0,3,9,10,6,2,1,2,8,7,7,-1,1,-3
Soviet Union,Colombia,8040,Group stage,Chile,1962,1962-06-03,4,4,draw,,,,,,,,,,64.20907144230769,,3,0,2,5,4,9,0,0,1,1,2,0,9,4,-2
Spain,Mexico,11875,Group stage,Chile,1962,1962-06-03,1,0,home_win,,,,,,,,,71.50423846153845,64.15167115384617,7.352567307692283,1,1,3,5,12,4,0,1,4,3,13,1,3,2,1
West Germany,Switzerland,64922,Group stage,Chile,1962,1962-06-03,2,1,home_win,,,,,,,,,,64.68190576923077,,1,2,2,7,11,5,2,0,3,12,14,6,-1,-5,3
Hungary,Bulgaria,7442,Group stage,Chile,1962,1962-06-03,6,1,home_win,,,,,,,,,57.00994596153846,52.81303951923076,4.1969064423077,2,1,2,9,6,7,0,0,1,0,1,0,7,9,-5
West Germany,Chile,67224,Group stage,Chile,1962,1962-06-06,2,0,home_win,,,,,,,,,,63.52331596153847,,2,1,2,7,10,7,3,0,2,10,7,9,-2,-3,-3
Hungary,Argentina,7945,Group stage,Chile,1962,1962-06-06,0,0,draw,,,,,,,,,57.00994596153846,67.99343846153849,-10.983492500000024,3,0,2,14,6,9,2,0,3,7,13,6,3,7,7
Brazil,Spain,18715,Group stage,Chile,1962,1962-06-06,2,1,home_win,,,,,,,,,71.18102653846155,71.50423846153845,-0.3232119230768973,4,1,0,13,4,13,1,1,3,5,12,4,9,8,8
Soviet Union,Uruguay,9973,Group stage,Chile,1962,1962-06-06,2,1,home_win,,,,,,,,,,65.00322653846155,,2,1,2,7,8,7,2,0,3,10,13,6,1,-3,5
Yugoslavia,Colombia,7167,Group stage,Chile,1962,1962-06-07,5,0,home_win,,,,,,,,,,64.20907144230769,,2,1,2,9,9,7,0,1,1,5,6,1,6,4,-3
Italy,Switzerland,59828,Group stage,Chile,1962,1962-06-07,3,0,home_win,,,,,,,,,68.45827307692308,64.68190576923077,3.776367307692311,1,1,3,6,9,4,1,0,4,11,15,3,1,-5,6
Mexico,Czechoslovakia,10648,Group stage,Chile,1962,1962-06-07,3,1,home_win,,,,,,,,,64.15167115384617,,,0,1,4,1,11,1,2,2,1,10,5,8,-7,-9,-6
England,Bulgaria,5700,Group stage,Chile,1962,1962-06-07,0,0,draw,,,,,,,,,68.18326346153846,52.81303951923076,15.370223942307696,1,2,2,6,6,5,0,0,2,1,7,0,5,5,1
Yugoslavia,West Germany,63324,Quarter-finals,Chile,1962,1962-06-10,1,0,home_win,,,,,,,,,,,,2,1,2,11,7,7,2,1,2,8,10,7,0,3,3
Czechoslovakia,Hungary,11690,Quarter-finals,Chile,1962,1962-06-10,1,0,home_win,,,,,,,,,,57.00994596153846,,2,1,2,9,6,7,3,1,1,13,4,10,-3,-4,-2
Brazil,England,17736,Quarter-finals,Chile,1962,1962-06-10,3,1,home_win,,,,,,,,,71.18102653846155,68.18326346153846,2.9977630769230927,4,1,0,14,5,13,1,2,2,6,6,5,8,8,1
Chile,Soviet Union,17268,Quarter-finals,Chile,1962,1962-06-10,2,1,home_win,,,,,,,,,63.52331596153847,,,3,0,2,10,7,9,3,1,1,9,7,10,-1,1,0
Brazil,Chile,76594,Semi-finals,Chile,1962,1962-06-13,4,2,home_win,,,,,,,,,71.18102653846155,63.52331596153847,7.65771057692308,4,1,0,12,4,13,4,0,1,12,6,12,1,0,2
Czechoslovakia,Yugoslavia,5890,Semi-finals,Chile,1962,1962-06-13,3,1,home_win,,,,,,,,,,,,2,1,2,4,5,7,3,0,2,9,4,9,-2,-5,-1
Chile,Yugoslavia,66697,Third-place match,Chile,1962,1962-06-16,1,0,home_win,,,,,,,,,63.52331596153847,,,3,0,2,9,8,9,3,0,2,10,6,9,0,-1,-2
Brazil,Czechoslovakia,68679,Final,Chile,1962,1962-06-17,3,1,home_win,,,,,,,,,71.18102653846155,,,4,1,0,11,4,13,3,1,1,6,4,10,3,5,0
England,Uruguay,87148,Group stage,England,1966,1966-07-11,0,0,draw,,,,,,,,,68.18326346153846,65.00322653846155,3.180036923076912,1,1,3,5,7,4,1,0,4,7,13,3,1,-2,6
Soviet Union,North Korea,23006,Group stage,England,1966,1966-07-12,3,0,home_win,,,,,,,,,,,,2,1,2,9,9,7,0,0,0,0,0,0,7,9,-9
Brazil,Bulgaria,47308,Group stage,England,1966,1966-07-12,2,0,home_win,,,,,,,,,71.18102653846155,52.81303951923076,18.36798701923079,4,1,0,12,5,13,0,1,2,1,7,1,12,11,2
West Germany,Switzerland,36127,Group stage,England,1966,1966-07-12,5,0,home_win,,,,,,,,,,64.68190576923077,,2,1,2,7,8,7,1,0,4,11,16,3,4,-4,8
Italy,Chile,27199,Group stage,England,1966,1966-07-13,2,0,home_win,,,,,,,,,68.45827307692308,63.52331596153847,4.934957115384606,2,1,2,8,7,7,3,0,2,7,7,9,-2,1,0
Portugal,Hungary,29886,Group stage,England,1966,1966-07-13,3,1,home_win,,,,,,,,,68.66904192307692,57.00994596153846,11.659095961538457,0,0,0,0,0,0,2,1,2,9,5,7,-7,-9,5
France,Mexico,69237,Group stage,England,1966,1966-07-13,1,1,draw,,,,,,,,,69.714,64.15167115384617,5.562328846153832,3,0,2,16,12,9,1,1,3,4,9,4,5,12,-3
Argentina,Spain,42738,Group stage,England,1966,1966-07-13,2,1,home_win,,,,,,,,,67.99343846153849,71.50423846153845,-3.5107999999999606,2,1,2,6,10,7,1,0,4,4,12,3,4,2,2
North Korea,Chile,13792,Group stage,England,1966,1966-07-15,1,1,draw,,,,,,,,,,63.52331596153847,,0,0,1,0,3,0,2,0,3,5,9,6,-6,-5,6
Hungary,Brazil,51387,Group stage,England,1966,1966-07-15,3,1,home_win,,,,,,,,,57.00994596153846,71.18102653846155,-14.171080576923089,2,1,2,9,6,7,5,0,0,14,5,15,-8,-5,-1
Uruguay,France,45662,Group stage,England,1966,1966-07-15,2,1,home_win,,,,,,,,,65.00322653846155,69.714,-4.710773461538452,1,1,3,5,9,4,3,1,1,15,10,10,-6,-10,1
Spain,Switzerland,32028,Group stage,England,1966,1966-07-15,2,1,home_win,,,,,,,,,71.50423846153845,64.68190576923077,6.822332692307683,1,0,4,4,8,3,0,0,5,7,20,0,3,-3,12
Portugal,Bulgaria,25438,Group stage,England,1966,1966-07-16,3,0,home_win,,,,,,,,,68.66904192307692,52.81303951923076,15.856002403846157,1,0,0,3,1,3,0,1,3,1,9,1,2,2,8
England,Mexico,92570,Group stage,England,1966,1966-07-16,2,0,home_win,,,,,,,,,68.18326346153846,64.15167115384617,4.031592307692293,1,2,2,5,6,5,1,1,3,4,9,4,1,1,3
West Germany,Argentina,46587,Group stage,England,1966,1966-07-16,0,0,draw,,,,,,,,,,67.99343846153849,,3,1,1,9,2,10,2,1,2,5,10,7,3,4,8
Soviet Union,Italy,27793,Group stage,England,1966,1966-07-16,1,0,home_win,,,,,,,,,,68.45827307692308,,3,1,1,12,7,10,2,1,2,6,6,7,3,6,-1
Portugal,Brazil,58479,Group stage,England,1966,1966-07-19,3,1,home_win,,,,,,,,,68.66904192307692,71.18102653846155,-2.511984615384634,2,0,0,6,1,6,4,0,1,13,7,12,-6,-7,6
Uruguay,Mexico,61112,Group stage,England,1966,1966-07-19,0,0,draw,,,,,,,,,65.00322653846155,64.15167115384617,0.8515553846153807,2,1,2,6,7,7,1,1,3,4,7,4,3,2,0
North Korea,Italy,17829,Group stage,England,1966,1966-07-19,1,0,home_win,,,,,,,,,,68.45827307692308,,0,1,1,1,4,1,2,1,2,5,3,7,-6,-4,-1
Argentina,Switzerland,32127,Group stage,England,1966,1966-07-19,2,0,home_win,,,,,,,,,67.99343846153849,64.68190576923077,3.311532692307722,2,2,1,4,4,8,0,0,5,3,15,0,8,1,11
Soviet Union,Chile,16027,Group stage,England,1966,1966-07-20,2,1,home_win,,,,,,,,,,63.52331596153847,,3,1,1,11,7,10,2,1,2,6,8,7,3,5,1
West Germany,Spain,42187,Group stage,England,1966,1966-07-20,2,1,home_win,,,,,,,,,,71.50423846153845,,3,1,1,9,2,10,2,0,3,5,6,6,4,4,4
Hungary,Bulgaria,24129,Group stage,England,1966,1966-07-20,3,1,home_win,,,,,,,,,57.00994596153846,52.81303951923076,4.1969064423077,2,1,2,10,6,7,0,1,4,1,12,1,6,9,6
England,France,98270,Group stage,England,1966,1966-07-20,2,0,home_win,,,,,,,,,68.18326346153846,69.714,-1.5307365384615397,2,2,1,6,4,8,2,1,2,14,11,7,1,-8,7
West Germany,Uruguay,40007,Quarter-finals,England,1966,1966-07-23,4,0,home_win,,,,,,,,,,65.00322653846155,,3,1,1,9,2,10,1,2,2,4,6,5,5,5,4
Soviet Union,Hungary,26844,Quarter-finals,England,1966,1966-07-23,2,1,home_win,,,,,,,,,,57.00994596153846,,4,0,1,9,4,12,2,1,2,7,6,7,5,2,2
England,Argentina,90584,Quarter-finals,England,1966,1966-07-23,1,0,home_win,,,,,,,,,68.18326346153846,67.99343846153849,0.1898249999999706,2,2,1,5,3,8,2,2,1,5,4,8,0,0,1
Portugal,North Korea,40248,Quarter-finals,England,1966,1966-07-23,5,3,home_win,,,,,,,,,68.66904192307692,,,3,0,0,9,2,9,1,1,1,2,4,4,5,7,2
West Germany,Soviet Union,38273,Semi-finals,England,1966,1966-07-25,2,1,home_win,,,,,,,,,,,,3,1,1,11,2,10,4,0,1,9,4,12,-2,2,2
England,Portugal,94493,Semi-finals,England,1966,1966-07-26,2,1,home_win,,,,,,,,,68.18326346153846,68.66904192307692,-0.4857784615384588,3,1,1,6,3,10,4,0,0,14,5,12,-2,-8,2
Portugal,Soviet Union,87696,Third-place match,England,1966,1966-07-28,2,1,home_win,,,,,,,,,68.66904192307692,,,4,0,1,15,7,12,4,0,1,9,4,12,0,6,-3
England,West Germany,96924,Final,England,1966,1966-07-30,4,2,home_win,,,,,,,,,68.18326346153846,,,4,1,0,7,1,13,4,1,0,13,2,13,0,-6,1
Mexico,Soviet Union,107160,Group stage,Mexico,1970,1970-05-31,0,0,draw,,,,,,,,,64.15167115384617,,,1,2,2,4,5,5,3,0,2,7,6,9,-4,-3,1
Uruguay,Israel,20654,Group stage,Mexico,1970,1970-06-02,2,0,home_win,,,,,,,,,65.00322653846155,56.33247583333335,8.6707507051282,1,2,2,3,7,5,0,0,0,0,0,0,5,3,-7
Peru,Bulgaria,13765,Group stage,Mexico,1970,1970-06-02,3,2,home_win,,,,,,,,,58.05016461538462,52.81303951923076,5.237125096153854,0,0,2,1,4,0,0,1,4,2,14,1,-1,-1,10
England,Romania,50560,Group stage,Mexico,1970,1970-06-02,1,0,home_win,,,,,,,,,68.18326346153846,59.02940903846154,9.153854423076922,5,0,0,11,3,15,1,1,3,8,12,4,11,3,9
West Germany,Morocco,12942,Group stage,Mexico,1970,1970-06-03,2,1,home_win,,,,,,,,,,62.09039384615384,,3,1,1,10,6,10,0,0,0,0,0,0,10,10,-6
Italy,Sweden,13433,Group stage,Mexico,1970,1970-06-03,1,0,home_win,,,,,,,,,68.45827307692308,62.87979807692308,5.578474999999997,2,0,3,5,4,6,3,1,1,9,7,10,-4,-4,3
Brazil,Czechoslovakia,52897,Group stage,Mexico,1970,1970-06-03,4,1,home_win,,,,,,,,,71.18102653846155,,,3,0,2,11,9,9,2,1,2,6,7,7,2,5,-2
Belgium,El Salvador,92205,Group stage,Mexico,1970,1970-06-03,3,0,home_win,,,,,,,,,67.93338076923077,54.33969125,13.593689519230765,0,1,4,8,17,1,0,0,0,0,0,0,1,8,-17
Peru,Morocco,13537,Group stage,Mexico,1970,1970-06-06,3,0,home_win,,,,,,,,,58.05016461538462,62.09039384615384,-4.040229230769221,1,0,2,4,6,3,0,0,1,1,2,0,3,3,-4
Soviet Union,Belgium,95261,Group stage,Mexico,1970,1970-06-06,4,1,home_win,,,,,,,,,,67.93338076923077,,2,1,2,6,6,7,1,1,3,11,16,4,3,-5,10
Uruguay,Italy,29968,Group stage,Mexico,1970,1970-06-06,0,0,draw,,,,,,,,,65.00322653846155,68.45827307692308,-3.4550465384615308,2,2,1,4,5,8,3,0,2,6,2,9,-1,-2,-3
Romania,Czechoslovakia,56818,Group stage,Mexico,1970,1970-06-06,2,1,home_win,,,,,,,,,59.02940903846154,,,0,1,4,5,12,1,2,0,3,7,11,6,-5,-2,-1
Brazil,England,66843,Group stage,Mexico,1970,1970-06-07,1,0,home_win,,,,,,,,,71.18102653846155,68.18326346153846,2.9977630769230927,3,0,2,11,8,9,5,0,0,10,3,15,-6,1,-5
Sweden,Israel,9624,Group stage,Mexico,1970,1970-06-07,1,1,draw,,,,,,,,,62.87979807692308,56.33247583333335,6.547322243589733,2,1,2,7,7,7,0,0,1,0,2,0,7,7,-5
Mexico,El Salvador,103058,Group stage,Mexico,1970,1970-06-07,4,0,home_win,,,,,,,,,64.15167115384617,54.33969125,9.811979903846163,1,3,1,4,4,6,0,0,1,0,3,0,6,4,-1
West Germany,Bulgaria,12710,Group stage,Mexico,1970,1970-06-07,5,2,home_win,,,,,,,,,,52.81303951923076,,4,0,1,12,7,12,0,1,4,3,11,1,11,9,4
Soviet Union,El Salvador,89979,Group stage,Mexico,1970,1970-06-10,2,0,home_win,,,,,,,,,,54.33969125,,2,1,2,8,6,7,0,0,2,0,7,0,7,8,1
Sweden,Uruguay,18163,Group stage,Mexico,1970,1970-06-10,1,0,home_win,,,,,,,,,62.87979807692308,65.00322653846155,-2.123428461538466,2,1,2,8,8,7,2,2,1,4,5,8,-1,4,-3
Brazil,Romania,50804,Group stage,Mexico,1970,1970-06-10,3,2,home_win,,,,,,,,,71.18102653846155,59.02940903846154,12.151617500000016,3,0,2,9,7,9,1,1,3,7,9,4,5,2,2
West Germany,Peru,17875,Group stage,Mexico,1970,1970-06-10,3,1,home_win,,,,,,,,,,58.05016461538462,,4,0,1,15,8,12,2,0,2,7,6,6,6,8,-2
England,Czechoslovakia,49292,Group stage,Mexico,1970,1970-06-11,1,0,home_win,,,,,,,,,68.18326346153846,,,4,0,1,8,4,12,2,0,3,7,10,6,6,1,6
Bulgaria,Morocco,12299,Group stage,Mexico,1970,1970-06-11,1,1,draw,,,,,,,,,52.81303951923076,62.09039384615384,-9.277354326923074,0,0,5,5,16,0,0,0,2,1,5,0,0,4,-11
Italy,Israel,9890,Group stage,Mexico,1970,1970-06-11,0,0,draw,,,,,,,,,68.45827307692308,56.33247583333335,12.12579724358973,2,1,2,3,2,7,0,1,1,1,3,1,6,2,1
Mexico,Belgium,108192,Group stage,Mexico,1970,1970-06-11,1,0,home_win,,,,,,,,,64.15167115384617,67.93338076923077,-3.7817096153846,1,3,1,5,3,6,1,1,3,10,15,4,2,-5,12
Brazil,Peru,54233,Quarter-finals,Mexico,1970,1970-06-14,4,2,home_win,,,,,,,,,71.18102653846155,58.05016461538462,13.130861923076935,3,0,2,10,9,9,2,0,3,8,9,6,3,2,0
West Germany,England,23357,Quarter-finals,Mexico,1970,1970-06-14,3,2,home_win,,,,,,,,,,68.18326346153846,,4,0,1,14,9,12,4,0,1,8,4,12,0,6,-5
Uruguay,Soviet Union,26085,Quarter-finals,Mexico,1970,1970-06-14,1,0,home_win,,,,,,,,,65.00322653846155,,,1,2,2,2,5,5,2,1,2,8,5,7,-2,-6,0
Italy,Mexico,26851,Quarter-finals,Mexico,1970,1970-06-14,4,1,home_win,,,,,,,,,68.45827307692308,64.15167115384617,4.306601923076912,1,2,2,1,2,5,2,2,1,5,2,8,-3,-4,0
Italy,West Germany,102444,Semi-finals,Mexico,1970,1970-06-17,4,3,home_win,,,,,,,,,68.45827307692308,,,2,2,1,5,2,8,4,0,1,15,10,12,-4,-10,8
Brazil,Uruguay,51261,Semi-finals,Mexico,1970,1970-06-17,3,1,home_win,,,,,,,,,71.18102653846155,65.00322653846155,6.177800000000005,4,0,1,13,8,12,2,1,2,3,5,7,5,10,-3
West Germany,Uruguay,104403,Third-place match,Mexico,1970,1970-06-20,1,0,home_win,,,,,,,,,,65.00322653846155,,4,0,1,16,10,12,2,1,2,4,4,7,5,12,-6
Brazil,Italy,107412,Final,Mexico,1970,1970-06-21,4,1,home_win,,,,,,,,,71.18102653846155,68.45827307692308,2.722753461538474,5,0,0,15,6,15,3,2,0,9,4,11,4,6,-2
Brazil,Yugoslavia,62000,First round,Germany,1974,1974-06-13,0,0,draw,,,,,,,,,71.18102653846155,,,5,0,0,15,6,15,3,0,2,10,5,9,6,5,-1
Zaire,Scotland,27000,First round,Germany,1974,1974-06-14,0,2,away_win,,,,,,,,,,62.71133875,,0,0,0,0,0,0,0,1,4,4,14,1,-1,-4,14
Germany DR,Australia,17000,First round,Germany,1974,1974-06-14,2,0,home_win,,,,,,,,,,59.69487971153847,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Germany,Chile,81100,First round,Germany,1974,1974-06-14,1,0,home_win,,,,,,,,,,63.52331596153847,,4,0,1,15,9,12,1,1,3,5,9,4,8,10,0
Poland,Argentina,32700,First round,Germany,1974,1974-06-15,3,2,home_win,,,,,,,,,61.76560730769231,67.99343846153849,-6.227831153846182,0,0,1,5,6,0,2,2,1,4,2,8,-8,1,-4
Italy,Haiti,53000,First round,Germany,1974,1974-06-15,3,1,home_win,,,,,,,,,68.45827307692308,50.2586365,18.19963657692308,2,2,1,9,8,8,0,0,0,0,0,0,8,9,-8
Sweden,Bulgaria,23800,First round,Germany,1974,1974-06-15,0,0,draw,,,,,,,,,62.87979807692308,52.81303951923076,10.066758557692316,2,1,2,7,8,7,0,1,4,6,15,1,6,1,7
Uruguay,Netherlands,55100,First round,Germany,1974,1974-06-15,0,2,away_win,,,,,,,,,65.00322653846155,66.82286346153847,-1.819636923076928,1,1,3,2,5,4,0,0,2,2,6,0,4,0,1
Chile,Germany DR,28300,First round,Germany,1974,1974-06-18,1,1,draw,,,,,,,,,63.52331596153847,,,1,1,3,3,6,4,1,0,0,2,0,3,1,1,-6
Scotland,Brazil,62000,First round,Germany,1974,1974-06-18,0,0,draw,,,,,,,,,62.71133875,71.18102653846155,-8.469687788461549,1,1,3,6,13,4,4,1,0,14,6,13,-9,-8,-7
Australia,West Germany,53300,First round,Germany,1974,1974-06-18,0,3,away_win,,,,,,,,,59.69487971153847,,,0,0,1,0,2,0,4,0,1,11,7,12,-12,-11,5
Yugoslavia,Zaire,31700,First round,Germany,1974,1974-06-18,9,0,home_win,,,,,,,,,,,,2,1,2,7,4,7,0,0,1,0,2,0,7,7,-2
Netherlands,Sweden,53700,First round,Germany,1974,1974-06-19,0,0,draw,,,,,,,,,66.82286346153847,62.87979807692308,3.9430653846153945,1,0,2,4,6,3,1,2,2,4,7,5,-2,0,1
Haiti,Poland,25300,First round,Germany,1974,1974-06-19,0,7,away_win,,,,,,,,,50.2586365,61.76560730769231,-11.506970807692303,0,0,1,1,3,0,1,0,1,8,8,3,-3,-7,5
Argentina,Italy,70100,First round,Germany,1974,1974-06-19,1,1,draw,,,,,,,,,67.99343846153849,68.45827307692308,-0.4648346153845892,2,1,2,6,5,7,3,1,1,12,9,10,-3,-6,4
Bulgaria,Uruguay,13400,First round,Germany,1974,1974-06-19,1,1,draw,,,,,,,,,52.81303951923076,65.00322653846155,-12.190187019230784,0,2,3,6,12,2,1,0,4,2,7,3,-1,4,-5
Scotland,Yugoslavia,56000,First round,Germany,1974,1974-06-22,1,1,draw,,,,,,,,,62.71133875,,,1,2,2,6,6,5,2,1,2,11,4,7,-2,-5,-2
Germany DR,West Germany,60200,First round,Germany,1974,1974-06-22,1,0,home_win,,,,,,,,,,,,1,1,0,3,1,4,4,0,1,11,6,12,-8,-8,5
Zaire,Brazil,36200,First round,Germany,1974,1974-06-22,0,3,away_win,,,,,,,,,,71.18102653846155,,0,0,2,0,11,0,3,2,0,11,4,11,-11,-11,-7
Australia,Chile,17400,First round,Germany,1974,1974-06-22,0,0,draw,,,,,,,,,59.69487971153847,63.52331596153847,-3.828436250000003,0,0,2,0,5,0,0,2,3,3,7,2,-2,-3,2
Argentina,Haiti,25900,First round,Germany,1974,1974-06-23,4,1,home_win,,,,,,,,,67.99343846153849,50.2586365,17.734801961538487,1,2,2,5,5,5,0,0,2,1,10,0,5,4,5
Sweden,Uruguay,28300,First round,Germany,1974,1974-06-23,3,0,home_win,,,,,,,,,62.87979807692308,65.00322653846155,-2.123428461538466,1,3,1,2,2,6,1,1,3,3,7,4,2,-1,5
Poland,Italy,70100,First round,Germany,1974,1974-06-23,2,1,home_win,,,,,,,,,61.76560730769231,68.45827307692308,-6.692665769230771,2,0,1,15,8,6,3,1,1,13,10,10,-4,2,2
Bulgaria,Netherlands,53300,First round,Germany,1974,1974-06-23,1,4,away_win,,,,,,,,,52.81303951923076,66.82286346153847,-14.009823942307712,0,3,2,6,10,3,1,1,2,4,6,4,-1,2,-4
Yugoslavia,West Germany,67385,Second round,Germany,1974,1974-06-26,0,2,away_win,,,,,,,,,,,,1,2,2,11,5,5,3,0,2,8,5,9,-4,3,0
Brazil,Germany DR,59863,Second round,Germany,1974,1974-06-26,1,0,home_win,,,,,,,,,71.18102653846155,,,3,2,0,10,2,11,2,1,0,4,1,7,4,6,-1
Netherlands,Argentina,56548,Second round,Germany,1974,1974-06-26,4,0,home_win,,,,,,,,,66.82286346153847,67.99343846153849,-1.1705750000000137,2,1,2,8,7,7,2,1,2,9,6,7,0,-1,-1
Sweden,Poland,44955,Second round,Germany,1974,1974-06-26,0,1,away_win,,,,,,,,,62.87979807692308,61.76560730769231,1.114190769230774,2,3,0,5,1,9,3,0,1,17,9,9,0,-12,8
Argentina,Brazil,39400,Second round,Germany,1974,1974-06-30,1,2,away_win,,,,,,,,,67.99343846153849,71.18102653846155,-3.187588076923064,1,1,3,7,10,4,3,2,0,8,1,11,-7,-1,-9
Poland,Yugoslavia,58000,Second round,Germany,1974,1974-06-30,2,1,home_win,,,,,,,,,61.76560730769231,,,4,0,1,18,9,12,1,2,2,10,4,5,7,8,-5
West Germany,Sweden,67800,Second round,Germany,1974,1974-06-30,4,2,home_win,,,,,,,,,,62.87979807692308,,4,0,1,7,1,12,2,2,1,4,1,8,4,3,0
